광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류
두산_기업PR:새로운 두산을 소개합니다편_30,2022-02-21,30.0,그룹및기업광고,그룹광고,그룹PR
"바디프랜드_더파라오,라클라우드 통합편_30",2022-02-21,30.0,가정용품,가정용품기타,가정용품기타
불스원_불스원샷:엔진관리는 셀프편_30,2022-02-18,30.0,수송기기,수송기기기타,수송기기기타
"뮤직카우_음악저작권 투자 플랫폼:음악,투자의아이콘이 되다편_15",2022-02-18,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타"
디데이몰_언제나 정우편_15,2022-02-18,15.0,서비스,문화및공연,공연
한국인삼공사_정관장 에브리타임:비밀 스팟편_15,2022-02-18,15.0,식품,건강식품,건강보조식품
삼성전자_ 삼성갤럭시 스튜디오:다들 만날 준비됐어편_30,2022-02-18,30.0,컴퓨터및정보통신,통신기기,휴대폰
뮤직카우_회원가입 이벤트:세상에 없던 음악저작권 투자 플랫폼편_30,2022-02-18,30.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타"
거제시청_거제:언제 가봤니편_30,2022-02-18,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
어댑트_어댑트 콜레올로지:거울볼 때마다편_8,2022-02-18,8.0,식품,건강식품,다이어트식품
논산시청_논산 딸기축제편_20,2022-02-18,20.0,관공서및단체,관공서및단체기타,관공서및단체기타
"뮤직카우_음악저작권 투자 플랫폼:음악,투자의아이콘이 되다편_15",2022-02-18,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타"
대원제약_콜대원 키즈:짜라! 콜대원 해열편_15,2022-02-18,15.0,제약및의료,감기약,종합감기약
인익스_윈마스크 수험생편_30,2022-02-18,30.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR"
케이티-삼성전자(공동)_케이티 초이스 요금:케이티로 초이스편_30,2022-02-18,30.0,컴퓨터및정보통신,통신망,이동통신
삼성전자_갤럭시s22 박금종 사판_45,2022-02-18,45.0,컴퓨터및정보통신,통신기기,휴대폰
홈플러스_ 통합세일:25 페스티벌_30,2022-02-18,30.0,유통,대형유통,대형유통제품종합
홈플러스_홈플러스 락페스티벌:홈플러스 25주년 세일편_15,2022-02-18,15.0,유통,대형유통,대형유통제품종합
명인제약_이가탄:찌개편_15,2022-02-18,15.0,제약및의료,제약및의료기타,제약및의료기타
아이오이_티니핑 아트스쿨 스탬핑 네일아트:스티커 아트북편_20,2022-02-18,20.0,가정용품,완구류,완구류제품종합
GC녹십자_비맥스 메타정:효능효과편_30,2022-02-18,30.0,제약및의료,제약및의료기타,제약및의료기타
대원제약_콜대원 시니어PIP_15,2022-02-18,15.0,제약및의료,감기약,감기약기타
울산광역시남구청_울산시남구 관광 홍보_30,2022-02-18,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
한국인삼공사_정관장 에브리타임:일상을 여는 힘편_15,2022-02-18,15.0,식품,건강식품,건강보조식품
신아주택개발_신경주 천년가:센텀스카이편_30,2022-02-18,30.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타"
비보존헬스케어_루즈노즈케어:치료하세요 수정편_15,2022-02-18,15.0,제약및의료,의료기기,의료기기기타
아이오이_ 스탬핑 네일아트:캐치! 티니핑편_15,2022-02-18,15.0,가정용품,완구류,완구류제품종합
두산_A_new business편_30,2022-02-18,30.0,그룹및기업광고,그룹광고,그룹PR
녹십자_비맥스 메타:종합비타민에서 종합B타민으로편_15,2022-02-18,15.0,제약및의료,제약및의료기타,제약및의료기타
에스케이텔레콤_우주패스 all:우주만큼 사랑해편_30,2022-02-18,30.0,컴퓨터및정보통신,통신망,이동통신
한국인삼공사_정관장 에브리타임:일상을 여는 힘편_30,2022-02-18,30.0,식품,건강식품,건강보조식품
불스원_불스원샷:쉬운 엔진 관리편_15,2022-02-18,15.0,수송기기,수송기기기타,수송기기기타
삼성전자_갤럭시s22 박금종 출시_45,2022-02-18,45.0,컴퓨터및정보통신,통신기기,휴대폰
세명대학교_22 충북 K-한방 정밀의료국제포럼_20,2022-02-18,20.0,제약및의료,제약및의료기타,제약및의료기타
CJ제일제당_CJ전립소 쏘팔메토 파워:남자를 위한 7중케어편_60,2022-02-18,60.0,제약및의료,제약및의료기타,제약및의료기업PR
대원제약_콜대원 :짜라! 콜대원편_15,2022-02-18,15.0,제약및의료,감기약,종합감기약
소니픽쳐스_언차티드:절찬 상영중_15,2022-02-18,15.0,서비스,문화및공연,영화
프로기아_엘에스 포지드 아이언:여성 단조 아이언의 시대를 열다편_15,2022-02-18,15.0,서비스,스포츠및오락시설,스포츠및오락시설제품종합
아이오이_티니핑 아트스쿨 스탬핑 네일아트:예쁘게 붙여봐편_20,2022-02-18,20.0,가정용품,완구류,완구류제품종합
케이티 삼성전자(공동)_KT 5G:갤럭시 S22는 KT로 초이스편_30,2022-02-18,30.0,컴퓨터및정보통신,통신망,이동통신
한국인삼공사_정관장 에브리타임:일상을 여는 힘편_30,2022-02-18,30.0,식품,건강식품,건강보조식품
중앙선거관리위원회_유료캠페인  투표독려_40,2022-02-17,40.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
한수도로산업_아스콜:아스콘 깔 때편_15,2022-02-17,15.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타"
파마리서치_리쥬란 : 핵심성분 PN으로 자연스럽게편_15,2022-02-17,15.0,제약및의료,의료기기,의료기기기타
벨벳_웰케어 (마이뷰 엔딩) 편_15,2022-02-17,15.0,기초재,농축수산기초재,사료
동국제약_치센_15,2022-02-17,15.0,제약및의료,생리피임및치질용약,치질치료제
"뮤직카우_회원가입 이벤트:문화와 투자의 건강한 만남,윤종신편_30",2022-02-17,30.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타"
KB손해보험_KB금쪽같은 자녀보험 : 몸도 마음도 더블케어편_15,2022-02-17,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR"
영실업_슈퍼10 : 듀크나이트_20,2022-02-17,20.0,가정용품,완구류,일반완구
중소기업중앙회_유료캠페인 중소기업중앙회 노란우산 월_40,2022-02-17,40.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
쟈뎅_레브:웜브리즈 이벤트편_15,2022-02-17,15.0,음료및기호식품,기호식품,커피및커피믹스
삼성전자_삼성 갤럭시 S22 : 쭉 이어 활짝 이루다편_30,2022-02-17,30.0,컴퓨터및정보통신,통신기기,휴대폰
에이피알_널디 태연 최종_15,2022-02-17,15.0,패션,캐주얼의류,캐주얼의류제품종합
엔픽플_ 홀인원 회원권 : 엔픽플 x 김국진편_15,2022-02-17,15.0,서비스,광고및정보서비스,광고대행
케이비손해보험_KB손해보험 : 자녀보험_15,2022-02-17,15.0,"금융,보험및증권",금융및보험,손해보험
두원리퍼브_두원리퍼브 대전본점 티저 B_20,2022-02-17,20.0,가정용품,생활잡화및기기,생활잡화및기기기타
아이더스코리아_푸라닭치킨: 매드갈릭치킨편_15,2022-02-17,15.0,식품,축산품,치킨가공품
쟈뎅_레브 : 스모키 미드나잇편_15,2022-02-17,15.0,음료및기호식품,기호식품,커피및커피믹스
삼성전자_삼성 갤럭시 S22 : 쭉 이어 활짝 이루다 시작편 출시_45,2022-02-17,45.0,컴퓨터및정보통신,통신기기,휴대폰
케이비손해보험_KB손해보험 자녀보험_30,2022-02-17,30.0,"금융,보험및증권",금융및보험,손해보험
삼성전자_삼성 갤럭시 S22 : KT초이스요금_30,2022-02-17,30.0,컴퓨터및정보통신,통신망,이동통신
호식이두마리치킨_명품간장치킨 : 연주편_15,2022-02-17,15.0,식품,식품기타,식품기업PR
영실업_슈퍼10_30,2022-02-17,30.0,가정용품,완구류,일반완구
럭시플로라바이오_진관진 프리미엄:관절엔 진관진 수정편_15,2022-02-17,15.0,식품,건강식품,건강식품제품종합
종근당건강_아이클리어:먹자 프로모션편_15,2022-02-17,15.0,식품,건강식품,건강식품제품종합
나라애드_파인트리몰:새로운 가치편_20,2022-02-17,20.0,"건설,건재및부동산",부동산임대및매매,상가임대및매매
케이카_케이카 : 중고차쇼핑혁명편_15,2022-02-17,15.0,유통,대형유통,대형유통기타
장터미디어_뮤지컬 레베카 전주공연_20,2022-02-17,20.0,서비스,문화및공연,공연
충청남도청_2022함께하는 행복걷기 : 걷쥬_30,2022-02-17,30.0,서비스,서비스기타,서비스기타
아이더스코리아 푸라닭 매드갈릭치킨 :  요리가 되다편,2022-02-17,30.0,식품,축산품,치킨가공품
삼성전자_삼성 갤럭시 S22 : 울트라 글로벌 출시편_30,2022-02-17,30.0,컴퓨터및정보통신,통신기기,휴대폰
뮤직카우_뮤직카우:마이캐시카우편_30,2022-02-17,30.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타"
쟈뎅_레브:웰드레스드 이벤트편_15,2022-02-17,15.0,음료및기호식품,기호식품,커피및커피믹스
중소기업중앙회_유료캠페인 노란우산 월_40,2022-02-17,40.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
벨벳_웰케어 (애드보킷 엔딩) 편_15,2022-02-17,15.0,기초재,농축수산기초재,사료
삼성전자_삼성 갤럭시 S22 : 쭉 이어 활짝 이루다 오지현편 출시_45,2022-02-17,45.0,컴퓨터및정보통신,통신기기,휴대폰
영실업_슈퍼10 : 믹스체인지_20,2022-02-17,20.0,가정용품,완구류,일반완구
KB손해보험_KB금쪽같은 자녀보험 : 몸도 마음도 더블케어편_30,2022-02-17,30.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR"
장터미디어_장윤정 광주/순천 콘서트_20,2022-02-17,20.0,서비스,문화및공연,공연
케이카_케이카:중고차 쇼핑혁명편_15,2022-02-17,15.0,유통,대형유통,대형유통기타
펄세스_스테비아커피믹스:당 걱정없이 선물편_15,2022-02-17,15.0,음료및기호식품,비알콜음료,"커피,코코아음료"
호식이두마리치킨_명품간장치킨 : 멘트편_15,2022-02-17,15.0,식품,식품기타,식품기업PR
초이락컨텐츠컴퍼니_헬로카봇 : 마이스터본_20,2022-02-17,20.0,가정용품,완구류,완구류제품종합
쇼박스_이상한 나라의 수학자:3월9일 극장 대개봉편_15,2022-02-17,15.0,서비스,문화및공연,영화
아이오이_ 스탬핑 네일아트:캐치! 티니핑편_20,2022-02-16,20.0,가정용품,완구류,완구류제품종합
세라젬_세라젬 V6 : 젬있는 신혼편_30,2022-02-16,30.0,제약및의료,의료기기,의료기기기타
아이더스코리아 푸라닭치킨 : 매드갈릭치킨편,2022-02-16,30.0,서비스,음식및숙박,기타프랜차이즈점
녹십자_탁센:편두통생리통편_15,2022-02-16,15.0,제약및의료,제약및의료기타,제약및의료기타
세이브더칠드런코리아_세이브더칠드런 ; JUST신구 카톡_60,2022-02-16,60.0,관공서및단체,단체,민간단체
대한조선_대한조선:열어갑니다편_20,2022-02-16,20.0,수송기기,수송기기기타,수송기기기업PR
호식이두마리치킨_호식이두마리치킨 : 땅콩카라멜치킨 연주편_15,2022-02-16,15.0,식품,식품기타,식품기업PR
세이브더칠드런코리아_정기후원:연우연희편_60,2022-02-16,60.0,관공서및단체,관공서및단체기타,관공서및단체기타
피알앤디컴퍼니_헤이딜러 제로:바라던 바네편_15,2022-02-16,15.0,서비스,서비스기타,서비스기타
아이오이_ 스탬핑 네일아트:캐치! 티니핑편_20,2022-02-16,20.0,가정용품,완구류,완구류제품종합
홍익씨앤아이_온양발리 신일해피트리 더루츠:올바로편_30,2022-02-16,30.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR"
세라젬_세라젬V6  : 신혼편_15,2022-02-16,15.0,제약및의료,의료기기,의료기기기타
김해축산업협동조합_김해축협몰:천하일품 한우편_20,2022-02-16,20.0,서비스,서비스기타,서비스기업PR
뮤직카우_뮤직카우:마이캐시카우편_30,2022-02-16,30.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타"
한국맥도날드_빅맥:버거는 천천히편_30,2022-02-16,30.0,식품,제빵,"햄버거,피자및샌드위치"
아이오이_티니핑 아트스쿨 스티커 아트북:보석디럭스편_20,2022-02-16,20.0,가정용품,완구류,완구류제품종합
한국맥도날드_빅맥 BLT : 100% 순 쇠고기편_15,2022-02-16,15.0,식품,제빵,"햄버거,피자및샌드위치"
호식이두마리치킨_호식이두마리치킨 : 땅콩카라멜치킨 멘트편_15,2022-02-16,15.0,식품,식품기타,식품기업PR
세라젬_세라젬 V6 : 젬있는 이사편_30,2022-02-16,30.0,제약및의료,의료기기,의료기기기타
케이티 삼성전자(공동)_갤럭시 S22:케이티로 초이스 밀리의 서재편_30,2022-02-16,30.0,컴퓨터및정보통신,통신망,이동통신
펄세스_스테비아 커피믹스 : 스테비아 커피믹스로 당 걱정없이 즐기세요편_15,2022-02-16,15.0,음료및기호식품,비알콜음료,"커피,코코아음료"
피알앤디컴퍼니_헤이딜러 제로 : 그냥 쉬어편_30,2022-02-16,30.0,서비스,서비스기타,서비스기타
크라우드 팩토리_크라우드 PC방 창업:빨리요편_30,2022-02-16,30.0,서비스,서비스기타,서비스기타
"참존_톤업핏 마스크:우린, 블랙라벨이라 부른다편_15",2022-02-16,15.0,패션,패션기타,패션기타
세라젬_세라젬 V6 : 젬있는 이사편_15,2022-02-16,15.0,제약및의료,의료기기,의료기기기타
"에스케이텔레콤_A to ZEM:새학기 학부모 지침서,안전한스마트폰사용편_30",2022-02-16,30.0,컴퓨터및정보통신,통신망,이동통신
"에스케이텔레콤_A to ZEM:새학기 학부모 지침서,바른습관만들기편_30",2022-02-16,30.0,컴퓨터및정보통신,통신망,이동통신
"참존_톤업핏 마스크:우린, 블랙라벨이라 부른다편_30",2022-02-16,30.0,패션,패션기타,패션기타
세라젬_세라젬V6:젬있는 육아 수정편_15,2022-02-16,15.0,제약및의료,의료기기,의료기기기타
아이오이_티니핑 아트스쿨 스탬핑 네일아트:나만의 티니핑 네일아트 수정편_15,2022-02-16,15.0,가정용품,완구류,완구류제품종합
땡글이_운정가구단지:가구박람회편_15,2022-02-16,15.0,서비스,서비스기타,서비스기타
