광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류
일등코리아_한우만찬_20,2022-02-28,20.0,서비스,음식및숙박,대중음식점
써브웨이_ 로티세리 바비큐 치킨:나를 위한 선택_15,2022-02-28,15.0,식품,제빵,"햄버거,피자및샌드위치"
청호나이스_에스프레카페:얼음 나오는 커피머신편_15,2022-02-28,15.0,가정용전기전자,주방용전기전자,주방용전기전자기타
서울장수_서울장수 기업PR_30,2022-02-28,30.0,음료및기호식품,알콜음료,탁주및전통주
시흥시청_시흥:교육도시_30,2022-02-28,30.0,관공서및단체,중앙및지방관공서,지방자치단체
천안시청_새 희망 미래도시 천안:새로운 시작편_30,2022-02-28,30.0,관공서및단체,중앙및지방관공서,지방자치단체
스케쳐스코리아_고워크_15,2022-02-28,15.0,패션,신발류,스포츠화
영실업_시크릿 쥬쥬 캐리어하우스_40,2022-02-28,40.0,가정용품,완구류,일반완구
코웨이 코웨이노블정수기 : 라인업편,2022-02-28,15.0,가정용전기전자,주방용전기전자,주방용전기전자제품종합
럭시플로라바이오_가배이즘수정_15,2022-02-28,15.0,음료및기호식품,비알콜음료,"커피,코코아음료"
TS트릴리온_티마마스크 혜리 B_15,2022-02-28,15.0,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타
종근당_벤포벨:퇴근 후 우동편_15,2022-02-28,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타
스케쳐스코리아_스케쳐스 밥스_15,2022-02-28,15.0,패션,신발류,캐주얼화
스케쳐스코리아_스케쳐스 아치핏:Distributes pressure편_15,2022-02-28,15.0,패션,신발류,스포츠화
국민건강보험공단_간호간병통합서비스편_40,2022-02-28,40.0,관공서및단체,중앙및지방관공서,중앙및지방관공서제품종합
미미월드_똘랑이 목욕놀이:이벤트편_30,2022-02-28,30.0,유통,"소형,소매유통","소형,소매유통제품종합"
수원시청_수원시청 홍보_30,2022-02-28,30.0,관공서및단체,중앙및지방관공서,지방자치단체
종근당건강_천하장사 강호동이 선택한 천관보편_120,2022-02-28,120.0,식품,건강식품,건강보조식품
월드비전_정기후원:혜인이 _30,2022-02-28,30.0,교육및복지후생,복지후생기관,복지후생기관기타
일등코리아_ 한우만찬_15,2022-02-28,15.0,서비스,음식및숙박,대중음식점
고려기프트 고려기프트판촉물 : 판소리버전편,2022-02-28,15.0,서비스,서비스기타,서비스기타
국세청_근로장려금 신청하세요편_40,2022-02-28,40.0,관공서및단체,중앙및지방관공서,중앙관공서
스케쳐스코리아_스케쳐_키즈_15,2022-02-28,15.0,패션,신발류,아동화
"악사손해보험_AXA 손해보험 : 인생에 서툰 순간, 보험전문가 AXA와 함께하세요!편_30",2022-02-28,30.0,"금융,보험및증권",금융및보험,손해보험
악사손해보험_22년 AXA손해보험 기업PR_15,2022-02-28,15.0,"금융,보험및증권",금융및보험,손해보험
종근당_벤포벨:주말농장_15,2022-02-28,15.0,식품,건강식품,건강보조식품
사회복지법인월드비전_월드비전 캠페인:혜인편_60,2022-02-28,60.0,관공서및단체,단체,공공단체
대한토지신탁_주문진 삼부르네상스 오션포레 _30,2022-02-28,30.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타"
아이비젼_다이노파슬_20,2022-02-28,20.0,유통,"소형,소매유통","소형,소매유통제품종합"
스테이션3_다방 : 내일의 방 구하기편_15,2022-02-28,15.0,서비스,개인서비스,부동산중개
한국캘러웨이골프_캘러웨이 어패럴 : 움직임까지 아름다운편_15,2022-02-28,15.0,패션,스포츠전문복,골프복
코웨이 코웨이노블정수기 : 종합편,2022-02-28,60.0,가정용전기전자,주방용전기전자,주방용전기전자제품종합
TS트릴리온_티마 마스크:숨 쉬는 트렌드편_15,2022-02-28,15.0,가정용품,생활잡화및기기,생활잡화및기기제품종합
케이투_ K2 플라이하이크 : 플라이하이크 클라우드편_15,2022-02-28,15.0,패션,신발류,스포츠화
코웨이_노블정수기 라인업_30,2022-02-28,30.0,가정용전기전자,주방용전기전자,주방용전기전자제품종합
TS트릴리온_티마 마스크:숨 쉬는 트렌드편_30,2022-02-28,30.0,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타
종근당건강_락토핏:이유는 달라도 선택은 락토핏편_30,2022-02-28,30.0,식품,건강식품,건강보조식품
아이비젼_다이노파슬 파인드:공룡을 찾아라편_15,2022-02-28,15.0,유통,"소형,소매유통","소형,소매유통제품종합"
리코디자인가구_리코라온_20,2022-02-28,20.0,가정용품,가구류,가정용가구
종근당건강_락토핏 B 키즈골드 3월지마켓_15,2022-02-28,15.0,식품,건강식품,건강보조식품
AIA생명보험_무배당 원스톱 슈퍼암보험_120,2022-02-28,120.0,"금융,보험및증권",금융및보험,생명보험
캐아투코리아_FLYHIKE B_15,2022-02-25,15.0,패션,신발류,스포츠화
한국피자헛_피자 프리미엄 행성 X2_15,2022-02-25,15.0,식품,식품기타,식품기타
코웨이 코웨이노블정수기 : 딱이야편,2022-02-25,15.0,가정용전기전자,주방용전기전자,주방용전기전자제품종합
장수산업_장수돌침대:후끈후끈편_15,2022-02-25,15.0,가정용품,가구류,침대
피자헛_케이준 더블 쉬림프 포켓:제대로 된 프리미엄을 찾았다편_30,2022-02-25,30.0,식품,식품기타,식품기타
장스푸드_호랑이콤보:진짜 맛있네편_30,2022-02-25,30.0,서비스,음식및숙박,기타프랜차이즈점
구글코리아_창구프로그램:고용증대_15,2022-02-25,15.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스
삼성전자_갤럭시S22:우주만큼 사랑해 우주패스 핫픽3편_30,2022-02-25,30.0,컴퓨터및정보통신,통신망,이동통신
컨텐츠컴퍼니_세븐스퀘어_20,2022-02-25,20.0,"건설,건재및부동산",부동산임대및매매,상가임대및매매
구글코리아_창구 프로그램:네번째 창구프로그램편_60,2022-02-25,60.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스
센터피스_아이멜리_15,2022-02-25,15.0,화장품및보건용품,여성기초화장품,여성일반기초화장품
금호석유화학_휴그린:휴그린으로 할게요편_15,2022-02-25,15.0,"건설,건재및부동산",건재,창호
월드비전_모금광고 혜인이네_60,2022-02-25,60.0,교육및복지후생,교육및복지후생기타,교육및복지후생기타
삼성전자_갤럭시 S22:나이토그래피편_30,2022-02-25,30.0,컴퓨터및정보통신,통신기기,휴대폰
샤넬코리아_샤넬 샹스 오 땅드르 오드 빠르펭  : YES!편_30,2022-02-25,30.0,화장품및보건용품,방향화장품,성인용향수
구글코리아_창구 프로그램:고용증대편_15,2022-02-25,15.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스
이갤러리_이갤러리 홍보_20,2022-02-25,20.0,유통,"소형,소매유통",가구대리점
휴테크산업_휴테크:휴식공학편_30,2022-02-25,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자기업PR
지엔엠라이프_알티지오메가3:오마이지엔엠 메리트 있게편_30,2022-02-25,30.0,식품,건강식품,건강보조식품
장스푸드_호랑이콤보:진짜 맛있네편_15,2022-02-25,15.0,서비스,음식및숙박,기타프랜차이즈점
미미월드_두근두근 아기토끼 츄츄:안아주면 두근두근편_15,2022-02-25,15.0,가정용품,완구류,작동완구
지엔엠라이프_알티지오메가3:오마이지엔엠 메리트 있게편_15,2022-02-25,15.0,식품,건강식품,건강보조식품
구글코리아_창구 프로그램:네번째 창구프로그램B편_30,2022-02-25,30.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스
더케이예다함_예다함:나는 예다함의 장례지도사입니다편_15,2022-02-25,15.0,서비스,개인서비스,경조서비스
케이투코리아_FLYHIKE A_15,2022-02-25,15.0,패션,신발류,스포츠화
비보존헬스케어_루즈노즈케어:치료하세요편_15,2022-02-25,15.0,제약및의료,의료기기,의료기기기타
옥스포드_디노베베_20,2022-02-25,20.0,가정용품,완구류,완구류제품종합
삼성전자_삼성갤럭시 S22:쭉 이어 활짝 임예솔편_45,2022-02-25,45.0,컴퓨터및정보통신,통신기기,휴대폰
코웨이_코웨이노블정수기:빌트인 최종편_15,2022-02-25,15.0,가정용전기전자,주방용전기전자,주방용전기전자제품종합
롯데주류비지_처음처럼:나의 최애가 되다편_15,2022-02-25,15.0,음료및기호식품,알콜음료,소주
코웨이_코웨이노블정수기:라인업_30,2022-02-25,30.0,가정용전기전자,주방용전기전자,주방용전기전자제품종합
"삼성전자_갤럭시 스튜디오:이런 경험, 세상에 어디 있을까 음량조절편_30",2022-02-25,30.0,컴퓨터및정보통신,통신기기,통신기기기타
코리아테크_카사업_15,2022-02-25,15.0,화장품및보건용품,화장도구,"이,미용구"
엠티브이반달섬씨식스개발_라군 인 테라스 2차:또 하나의 전망편_15,2022-02-25,15.0,"건설,건재및부동산",부동산임대및매매,부동산임대및매매기타
엠티브이반달섬씨식스개발_시화호 라군 인 테라스 2차_20,2022-02-25,20.0,"건설,건재및부동산",부동산임대및매매,부동산임대및매매기타
코리아테크_가히카사업:결합편_30,2022-02-25,30.0,화장품및보건용품,여성기초화장품,여성일반기초화장품
볼보자동차코리아_볼보 C40 리차지:볼보가 선사하는 새로운 일상편_30,2022-02-25,30.0,수송기기,승용자동차,준중형승용차
샤넬코리아_샤넬 샹스 오 땅드르 오드 빠르펭  : YES!편_15,2022-02-25,15.0,화장품및보건용품,방향화장품,성인용향수
코웨이_노블정수기 위생 최종안_30,2022-02-25,30.0,가정용전기전자,가사용전기전자,가사용전기전자제품종합
아이엠디씨_해운대 디엘본_30,2022-02-25,30.0,"건설,건재및부동산",건설,건설
오션시티_하이리페움:당신을 초대합니다편_20,2022-02-25,20.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산제품종합"
장수산업_장수돌침대:봄 특별할인 이벤트_15,2022-02-25,15.0,그룹및기업광고,그룹광고,그룹PR
구글코리아_창구 프로그램:네번째 창구프로그램편_30,2022-02-25,30.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스
휴테크산업_휴식공학 휴테크편_15,2022-02-25,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자기업PR
구글코리아_창구:지금 창구프로그램에 지원하세요편_60,2022-02-25,60.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스
파마리서치_리쥬란:핵심성분 PN으로 자연스럽게 도입수정편_15,2022-02-25,15.0,제약및의료,의료기기,의료기기기타
뉴트리_에버콜라겐:기능성 인정받은 콜라겐 엔딩수정편_15,2022-02-25,15.0,식품,건강식품,건강식품제품종합
미미월드_두근두근 아기강아지 말티_15,2022-02-25,15.0,가정용품,완구류,작동완구
코웨이_노블정수기 라인업 최종본_30,2022-02-25,30.0,가정용전기전자,주방용전기전자,주방용전기전자제품종합
보강엔터프라이즈_큰맘할매순대국:큰맘 국밥송편_15,2022-02-25,15.0,서비스,음식및숙박,기타프랜차이즈점
영실업_시크릿 쥬쥬 캐리어하우스:쥬쥬와 함께 멋진 하루를편_40,2022-02-25,40.0,가정용품,완구류,일반완구
"삼성전자_갤럭시 스튜디오:이런 경험, 세상에 어디 있을까편_30",2022-02-25,30.0,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신기타
스테이션3_다방:내일의 방구하기편_15,2022-02-25,15.0,서비스,개인서비스,부동산중개
코웨이_노블정수기 위생 최종본_30,2022-02-25,30.0,가정용전기전자,가사용전기전자,가사용전기전자제품종합
한아커뮤니케이션즈_부산장전앙코르시티 A_30,2022-02-25,30.0,"건설,건재및부동산",건설,건설기타
코웨이_코웨이노블정수기:빌트인+위생 최종편_45,2022-02-25,45.0,가정용전기전자,주방용전기전자,주방용전기전자제품종합
코웨이_코웨이노블정수기:빌트인+위생편_45,2022-02-25,45.0,가정용전기전자,주방용전기전자,주방용전기전자제품종합
삼성전자_삼성 갤럭시 S22 : 어둠을 생생하게 밝히다편_30,2022-02-25,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타
포스코_포스코홀딩스:친환경소재편_30,2022-02-25,30.0,그룹및기업광고,기타광고,기타기업PR
스테이션3_다방:내일의 방구하기편_15,2022-02-25,15.0,서비스,개인서비스,부동산중개
매쎄소나무_대구엑스코행사_30,2022-02-24,30.0,기초재,농축수산기초재,종묘
장스푸드_한잔애:장윤정의 안주는 편_15,2022-02-24,15.0,식품,식품기타,식품기업PR
농심_라이필A_15,2022-02-24,15.0,식품,건강식품,건강식품제품종합
시디즈_알로소:케렌시아편_30,2022-02-24,30.0,가정용품,가구류,가정용가구
여수시청_여수관광홍보_20,2022-02-24,20.0,관공서및단체,중앙및지방관공서,지방자치단체
삼성증권_미국주식 주간거래:내일의 나를 위해_15,2022-02-24,15.0,"금융,보험및증권",주식및유가증권,주식증권
청남가구단지공동_봄정기세일_20,2022-02-24,20.0,유통,"소형,소매유통",가구대리점
테일러메이드_올뉴P790:레벨업하다 편_15,2022-02-24,15.0,가정용품,"취미,레저용품",골프용품
삼성증권_주간거래편_15초,2022-02-24,15.0,"금융,보험및증권",주식및유가증권,주식증권
DB손해보험_내맘에 쏙드는 건강보험_120,2022-02-24,120.0,"금융,보험및증권",금융및보험,손해보험
엘지유플러스_WHYNOT 1인가구편_30,2022-02-24,30.0,컴퓨터및정보통신,통신망,이동통신
청남가구단지공동_봄 정기세일_20,2022-02-24,20.0,유통,"소형,소매유통",가구대리점
엘지유플러스_유플러스:WHYNOT_패밀리편_30,2022-02-24,30.0,컴퓨터및정보통신,통신망,이동통신
농심_라이필 더마 콜라겐:꽉 채울 거에요편_15,2022-02-24,15.0,식품,건강식품,건강식품제품종합
테일러메이드코리아_심글로리_15,2022-02-24,15.0,가정용품,"취미,레저용품",골프용품
에스지이_기업PR:친환경의 새 길이 되다편_15,2022-02-24,15.0,화학공업,화학공업기타,화학공업기업PR
한국맥도날드_2022 BB 더블빅맥_15,2022-02-24,15.0,식품,제빵,"햄버거,피자및샌드위치"
삼일제약_일일하우 프로틴밀:누구에게나 옳은 건강편_15,2022-02-24,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품제품종합
안성시청_안성:더불어 사는 풍요로운 안성_20,2022-02-24,20.0,관공서및단체,관공서및단체기타,관공서및단체기타
삼성증권_삼성증권:미국주식 주간거래편_30,2022-02-24,30.0,"금융,보험및증권",주식및유가증권,주식증권
시디즈_알로소:사티편_15,2022-02-24,15.0,가정용품,가구류,가정용가구
레이델_ 비즈왁스알코올 셀100:위와 관절건강을 동시에편_30,2022-02-24,30.0,제약및의료,제약및의료기타,제약및의료제품종합
"한국존슨앤드존슨_ 아큐브:난시, 아큐브와 상의하세요_15",2022-02-24,15.0,정밀기기및사무기기,이광학기기,안경및콘택트렌즈
삼일제약_일일하우 브랜드_30,2022-02-24,30.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타
테일러메이드코리아_MG3 웨지_15,2022-02-24,15.0,가정용품,"취미,레저용품",골프용품
미미월드_윙크백:패션의완성은편_15,2022-02-24,15.0,가정용품,완구류,일반완구
장스푸드_한잔애:장윤정의 술안주는편_30,2022-02-24,30.0,식품,식품기타,식품기업PR
그린장례문화원_이전:시민의장례식장은_20,2022-02-24,20.0,서비스,서비스기타,서비스기타
충청북도교육청_학교 탄소중립 실현 컨퍼런스_30,2022-02-24,30.0,관공서및단체,관공서및단체기타,관공서및단체기타
단양군다누리센터_다누리 아쿠아리움_30,2022-02-24,30.0,관공서및단체,관공서및단체기타,관공서및단체기타
에스케이텔레콤_우주패스 all:우주만큼 사랑해편_30,2022-02-24,30.0,컴퓨터및정보통신,통신망,이동통신
농심_라이필:나를 위한 채움 과학_15,2022-02-24,15.0,식품,건강식품,건강식품제품종합
삼성증권_미국주식 주간거래편_30,2022-02-24,30.0,"금융,보험및증권",주식및유가증권,주식증권
동진제약_호관원 프리미엄골드정장_60,2022-02-24,60.0,제약및의료,제약및의료기타,제약및의료기업PR
녹십자_탁센:편두통생리통편_15,2022-02-24,15.0,제약및의료,제약및의료기타,제약및의료기타
청호가구아울렛_지역사랑 상품권_20,2022-02-24,20.0,유통,"소형,소매유통",가구대리점
케이카_케이카 티저_15,2022-02-24,15.0,유통,대형유통,대형유통기타
혜인식품_네네치킨:치킨연구소_소이갈릭 _15,2022-02-24,15.0,식품,축산품,치킨가공품
에치와이_MPRO4 장피부 듀얼케어_15,2022-02-24,15.0,음료및기호식품,비알콜음료,액상요구르트
애플코리아 _애플TV 플러스 : 절찬 스트리밍 중편_30,2022-02-24,30.0,서비스,문화및공연,영화
장스푸드_한잔애:장윤정의 안주는 편_30,2022-02-24,30.0,식품,식품기타,식품기업PR
일동제약_아로나민골드:여행_15,2022-02-24,15.0,제약및의료,대사성의약,성인종합영양제
평택시청_평택시 홍보_30,2022-02-24,30.0,관공서및단체,중앙및지방관공서,지방자치단체
볼보자동차코리아_호.곤.해일_30,2022-02-24,30.0,수송기기,승용자동차,준중형승용차
장스푸드_한잔애:장윤정의 술안주는편_15,2022-02-24,15.0,식품,식품기타,식품기업PR
임실엔치즈 : 이유가 있다편,2022-02-24,30.0,식품,유제품,치즈
시디즈_알로소:케렌시아편_15,2022-02-24,15.0,가정용품,가구류,가정용가구
시디즈_알로소:사티편_30,2022-02-24,30.0,가정용품,가구류,가정용가구
누보산업개발_연산 노보텔 에비뉴:상가시설분양_20,2022-02-24,20.0,"건설,건재및부동산",부동산임대및매매,상가임대및매매
에치와이_MPRO4:장피부 듀얼케어편_30,2022-02-24,30.0,음료및기호식품,비알콜음료,액상요구르트
라이나생명_간병치매보험남편_60,2022-02-24,60.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR"
천안시청_천안 무료환승 홍보_30,2022-02-24,30.0,관공서및단체,중앙및지방관공서,지방자치단체
"삼성전자_갤럭시 스튜디오:이런 경험, 세상에 어디 있을까 출시자막삭제편_30",2022-02-24,30.0,컴퓨터및정보통신,통신기기,휴대폰
던필드알파_크로커다일 남성복 현빈편_15,2022-02-24,15.0,패션,캐주얼의류,캐주얼웨어
지엔엠라이프_GNM자연의품격 rTG오메가3 : 잘나가는 오메가3의 자격편_30,2022-02-23,30.0,식품,건강식품,건강보조식품
월트디즈니_메이:메이의 새빨간 비밀_15,2022-02-23,15.0,서비스,서비스기타,서비스기타
엘지유플러스_LG유플러스 : [WHY NOT] 세대를 넘어 디즈니+를 함께하는편_30,2022-02-23,30.0,컴퓨터및정보통신,통신망,이동통신
삼성전자_삼성 갤럭시 S22 : 쭉 이어 활짝 박지은편_45,2022-02-23,45.0,컴퓨터및정보통신,통신기기,휴대폰
탤런트뱅크_해외진출편_15,2022-02-23,15.0,서비스,광고및정보서비스,컨설팅
"SK텔레콤_삼성갤럭시 S22 : 우주만큼 사랑해편(SKT,수정)_30",2022-02-23,30.0,컴퓨터및정보통신,통신기기,휴대폰
헨켈홈케어코리아 _퍼실 딥 클린 플러스 : 1등 솔루션편_15,2022-02-23,15.0,화장품및보건용품,세제류,세탁세제
지엔엠라이프_GNM자연의품격 rTG오메가3 : 잘나가는 오메가3의 자격편_30,2022-02-23,30.0,식품,건강식품,건강보조식품
에몬스가구_새봄맞이 특별세일_20,2022-02-23,20.0,가정용품,가구류,가구류제품종합
헨켈홈케어코리아 _퍼실 딥 클린 플러스 : 1등 솔루션편_15,2022-02-23,15.0,화장품및보건용품,세제류,세탁세제
금호석유화학_휴그린:휴그린으로할게요편_15,2022-02-23,15.0,"건설,건재및부동산",건재,창호
케이카_케이카 : 중고차 쇼핑 혁명(B)편_15,2022-02-23,15.0,유통,대형유통,대형유통기타
탤런트뱅크_투자편_ 15,2022-02-23,15.0,서비스,광고및정보서비스,컨설팅
경기도의회_도민이 주인되는 세상_30,2022-02-23,30.0,관공서및단체,중앙및지방관공서,중앙관공서
동서식품_맥심 슈프림골드 : 분명 아는 맛인데 이건 새로운 맛이야편_15,2022-02-23,15.0,음료및기호식품,기호식품,커피및커피믹스
"글로벌하이세스_세이버스 : 전력 수급난, 솔루션은편_15",2022-02-23,15.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타
에몬스가구_특별할인(제주)_20,2022-02-23,20.0,가정용품,가구류,가구류제품종합
애플코리아_아이폰 13 Pro:박찬욱 감독이 펼치는 일장춘몽편_30,2022-02-23,30.0,컴퓨터및정보통신,통신기기,휴대폰
지엔엠라이프_알티지오메가3:오마이지엔엠편_15,2022-02-23,15.0,식품,건강식품,건강보조식품
CJ웰케어_쏘팔메토:남자의건강기능식품_60,2022-02-23,60.0,제약및의료,제약및의료기타,제약및의료기타
삼성전자_갤럭시 스튜디오 최종_30,2022-02-23,30.0,컴퓨터및정보통신,통신기기,휴대폰
삼성전자_갤럭시s22 박지은_45,2022-02-23,45.0,컴퓨터및정보통신,통신기기,휴대폰
엘지유플러스_LG유플러스 : [WHY NOT] 공간을 넘어 디즈니+와 함께하는편_30,2022-02-23,30.0,컴퓨터및정보통신,통신망,이동통신
두실지역주택조합추진위원회_나인웨스트:조합원 모집_30,2022-02-23,30.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR"
단양군청 단양군다누리센터 : 즐거운 하루편,2022-02-23,30.0,관공서및단체,중앙및지방관공서,지방자치단체
애플코리아_아이폰 13 Pro : 박찬욱 감독이 펼치는 일장춘몽편(SKT)_30,2022-02-23,30.0,컴퓨터및정보통신,통신기기,휴대폰
뮤직카우_즐거운 문화투자 윤종신_30,2022-02-23,30.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타"
충청남도청_함께하는 행복걷기 걷쥬(최종)_30,2022-02-23,30.0,서비스,서비스기타,서비스기타
탤런트뱅크_투자편_30,2022-02-23,30.0,서비스,광고및정보서비스,컨설팅
스테이션3_다방:내일의방구하기_15,2022-02-23,15.0,서비스,개인서비스,부동산중개
두실지역주택조합추진위원회_나인웨스트:조합원 모집_30,2022-02-23,30.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR"
네오바이오텍_네오 임플란트 : 요즘 임플란트하면 네오임플란트편_15,2022-02-23,15.0,제약및의료,의료기기,의료기기기타
동서식품_맥심 슈프림골드:분명 아는 맛인데 이건 새로운 맛이야 보정편_30,2022-02-23,30.0,음료및기호식품,기호식품,커피및커피믹스
월트디즈니_메이:메이의 새빨간 비밀_30,2022-02-23,30.0,서비스,서비스기타,서비스기타
탤런트뱅크_해외진출편_30,2022-02-23,30.0,서비스,광고및정보서비스,컨설팅
전라남도 광양시_모든 세대가 더 행복하게_30,2022-02-23,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR
네오바이오텍_네오임플란트 정경호A편_30,2022-02-23,30.0,제약및의료,의료기기,의료기기기타
탤런트뱅크_디지털편_15,2022-02-23,15.0,서비스,광고및정보서비스,컨설팅
스테이션3_다방:내일의 방 구하기_15,2022-02-23,15.0,서비스,개인서비스,부동산중개
"글로벌하이세스_세이버스 : 전력 수급난, 솔루션은편_30",2022-02-23,30.0,산업기기,전기관련기계,전기관련기계기타
케이비손해보험_자녀보험 : 몸도 마음도 더블케어편_15,2022-02-22,15.0,"금융,보험및증권",금융및보험,손해보험
보온_ 에어블럭:층간소음 호남본부_30,2022-02-22,30.0,"건설,건재및부동산",건재,건재기타
넷플릭스_소년심판편_30,2022-02-22,30.0,서비스,문화및공연,영화
넷플릭스서비시스코리아_소년심판_15,2022-02-22,15.0,서비스,문화및공연,영화
양국진스피치리더십학원_30년 양국진스피치인재교육원_20,2022-02-22,20.0,교육및복지후생,교육기관,교육기관기타
볼보자동차_볼보 C40 리차지 : 볼보가 선사하는 새로운 일상편_30,2022-02-22,30.0,수송기기,승용자동차,준중형승용차
삼성전자_삼성 갤럭시 S22 : 쭉 이어 활짝 박지은편_45,2022-02-22,45.0,컴퓨터및정보통신,통신기기,휴대폰
혜인식품_네네치킨 치킨연구소 소이갈릭 V8_15,2022-02-22,15.0,식품,축산품,치킨가공품
금성침대_착하다편_15,2022-02-22,15.0,가정용품,가구류,침대
DB손해보험_내맘에 쏙드는 건강보험_120,2022-02-22,120.0,"금융,보험및증권",금융및보험,손해보험
씨제이제일제당_비비고 진한고기만두 : 손맛을 빚어내다편_15,2022-02-22,15.0,식품,식품기타,식품기타
애플코리아_아이폰 13 Pro : 박찬욱 감독이 펼치는 일장춘몽편_30,2022-02-22,30.0,컴퓨터및정보통신,통신기기,휴대폰
케이비손해보험_KB손해보험 자녀보험_30,2022-02-22,30.0,"금융,보험및증권",금융및보험,손해보험
유한양행_브이헤어엑스퍼트 : 도심형탈모편_30,2022-02-22,30.0,화장품및보건용품,모발및목욕용제,"샴푸,린스"
보온_층간소음 에어블럭_30,2022-02-22,30.0,"건설,건재및부동산",건재,건재기타
넷플릭스_소년심판편_15,2022-02-22,15.0,서비스,문화및공연,영화
블랙야크_343 ARC : 정상의노하우편_15,2022-02-22,15.0,패션,스포츠전문복,등산및낚시복
금성침대_금성침대 : 착하게 만든 우리침대편_30,2022-02-22,30.0,가정용품,가구류,침대
볼보자동차코리아 볼보C40 :  Hero편,2022-02-22,30.0,수송기기,승용자동차,준중형승용차
삼성전자 s22 : 셀프커머셜 오지현편,2022-02-22,45.0,컴퓨터및정보통신,통신기기,휴대폰
삼성전자_삼성 갤럭시 S22 : 쭉 이어 활짝 이루다편_45,2022-02-22,45.0,컴퓨터및정보통신,통신기기,휴대폰
탤런트뱅크_디지털편_30,2022-02-22,30.0,서비스,광고및정보서비스,컨설팅
올라이크_층간소음 에어블럭 영남본부_30,2022-02-22,30.0,"건설,건재및부동산",건재,건재기타
보온_층간소음 에어블럭 제주지사_30,2022-02-22,30.0,"건설,건재및부동산",건재,건재기타
삼성전자_삼성 갤럭시 S22:쭉 이어 활짝 시작편_30,2022-02-22,30.0,컴퓨터및정보통신,통신기기,휴대폰
스테이션3_다방:내일의 방 구하기_15,2022-02-22,15.0,서비스,개인서비스,부동산중개
유한양행_브이헤어엑스퍼트 : 도심형탈모편_15,2022-02-22,15.0,화장품및보건용품,모발및목욕용제,"샴푸,린스"
삼진제약_하루엔진A_15,2022-02-22,15.0,식품,건강식품,건강식품기타
삼성갤럭시_삼성 갤럭시 S22:쭉 이어 활짝 박금종편_45,2022-02-22,45.0,컴퓨터및정보통신,통신기기,휴대폰
보온_층간소음 에어블럭_30,2022-02-22,30.0,"건설,건재및부동산",건재,건재기타
아디다스코리아_아디다스:난 가능하니까편_30,2022-02-21,30.0,그룹및기업광고,기타광고,기타기업기타
"참존_톤업핏 마스크:우린, 블랙라벨이라 부른다편_30",2022-02-21,30.0,패션,패션기타,패션기타
"에이피알_널디:BE THE NERD,태연편_15",2022-02-21,15.0,패션,캐주얼의류,캐주얼의류제품종합
오펠라헬스케어코리아_세노비스 키즈: 삼총사편_15,2022-02-21,15.0,식품,건강식품,건강식품제품종합
코웨이_노블정수기:위생 최종편_30,2022-02-21,30.0,가정용전기전자,가사용전기전자,가사용전기전자제품종합
애드크로스_CJ쏘팔메토 코사놀:남진편_60,2022-02-21,60.0,제약및의료,제약및의료기타,제약및의료기업PR
아디다스코리아_아디다스 Anthem_30,2022-02-21,30.0,그룹및기업광고,기타광고,기타기업기타
참존_참존 톤업핏 블랙라벨:시대를 앞서가는 마스크편_15,2022-02-21,15.0,패션,패션기타,패션기타
"애드크로스_쏘팔,코사놀 1000:드디어 200만 박스 돌파(A)편_60",2022-02-21,60.0,제약및의료,제약및의료기타,제약및의료기업PR
홈플러스_ 역대급 통합세일:25 페스티벌편_15,2022-02-21,15.0,유통,대형유통,대형유통제품종합
훼이스_네이팡 : 야외활동엔 네이팡편_15,2022-02-21,15.0,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타
"애드크로스_쏘팔,코사놀 1000:드디어 200만 박스 돌파편_60",2022-02-21,60.0,제약및의료,제약및의료기타,제약및의료기업PR
인코미디어넷_우리집 보험주치의_60,2022-02-21,60.0,"금융,보험및증권",금융및보험,금융및보험기타
