광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,mid_cluster,major_cluster
도미노피자 세배 피자 : 새해복 세배로 받으소편,2020-12-30,15.0,식품,제빵,"햄버거,피자및샌드위치",108,L
콜대원 : 짜라 콜대원_기침감기편,2020-12-30,15.0,제약및의료,감기약,종합감기약,8,P
유니세프 : 유니세프 힘 캠페인 김혜수편_60,2020-12-30,60.0,관공서및단체,관공서및단체기타,관공서및단체기타,16,D
에이치엔 : 현대비에스앤씨의 새 이름편_15,2020-12-30,15.0,그룹및기업광고,그룹광고,그룹PR,21,F
케이카 : 정우성. 왜 우성편,2020-12-30,15.0,유통,대형유통,자동차테마점,39,M
커블체어 : 바디라인A1,2020-12-30,15.0,가정용품,가구류,가구류제품종합,0,B
도미노피자 세배 피자 : 새해복 세배로 받으소편,2020-12-30,15.0,식품,제빵,"햄버거,피자및샌드위치",108,L
삼성 갤럭시 북 : 노트북 이젠 갤럭시 북편_30,2020-12-30,30.0,컴퓨터및정보통신,컴퓨터,노트북PC,124,R
에스비아이저축은행 : 에스비아이가 에스비아이를 찾습니다 식빵이_15,2020-12-30,15.0,"금융,보험및증권",금융및보험,금융및보험기타,24,G
에몬스가구 : 생활을 바꾸는 만남편_15,2020-12-30,15.0,가정용품,가구류,가구류제품종합,0,B
한국존슨앤드존슨 아큐브 디파인 후레쉬로즈 : 디테일을 경험해 보세요편,2020-12-30,15.0,정밀기기및사무기기,이광학기기,안경및콘택트렌즈,101,O
퓨리케어 360도 공기청정기 플러스 : 퓨리케어만 가능한 공기청정A_30,2020-12-30,30.0,가정용전기전자,냉방및공기청정기,공기청정기,31,A
네네치킨 브랜딩_15,2020-12-30,15.0,식품,축산품,치킨가공품,120,L
남명엔스퀘어 분양편_20,2020-12-30,20.0,"건설,건재및부동산",부동산임대및매매,상가임대및매매,52,C
커블 : 부모님B_30,2020-12-30,15.0,가정용품,가구류,가구류제품종합,0,B
LG 퓨리케어 듀얼 정수기 ThinQ : 듀얼로 깨끗함을 빌트인하다편,2020-12-29,30.0,가정용품,주방용품,정수기,114,B
뉴오리진 에스트리션 : 안전한 갱년기케어편_15,2020-12-29,15.0,식품,건강식품,건강식품기타,10,L
뉴오리진 에스트리션 : 안전한 갱년기케어 김선아편,2020-12-29,15.0,식품,건강식품,건강식품기타,10,L
엘지 올레드 티비 : 인류의 움직임편_60,2020-12-29,60.0,가정용전기전자,영상기기,TV,84,A
엘지 트롬 스타일러 : 건강까지 지켜주는 진짜 스타일러_코트_30,2020-12-29,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
농산물 농식품 국가사업 라온리치,2020-12-29,20.0,식품,식품기타,식품기타,74,L
유니세프,2020-12-29,60.0,관공서및단체,단체,민간단체,36,D
에스에이치몰_20,2020-12-29,20.0,유통,"소형,소매유통","소형,소매유통제품종합",62,M
가나초콜릿 : 감성이필요해 가나 랑드샤쿠키A4,2020-12-29,15.0,식품,제과,초코릿,107,L
비에이치씨 골드킹 콤보 : 골드킹 포인트 레슨_15,2020-12-29,15.0,서비스,음식및숙박,기타프랜차이즈점,96,J
브라운 시리즈9 : 100년을 지켜온 디자인 철학편,2020-12-29,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,5,A
엘지 그램16 : 세상의 상식을 혁신하다편_30,2020-12-29,30.0,컴퓨터및정보통신,컴퓨터,노트북PC,124,R
롯데하이마트 : 새단장 세일편,2020-12-29,15.0,유통,대형유통,할인양판점,39,M
함양군 홍보동영상,2020-12-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,16,D
뉴오리진 에스트리션 : 안전한 갱년기케어 배종옥편,2020-12-29,15.0,식품,건강식품,건강식품기타,10,L
XM3 : 설득이 필요 없는 매력 디자인 & 인테리어편,2020-12-29,15.0,수송기기,승용자동차,준중형승용차,71,K
함양군 홍보동영상 광고_30,2020-12-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,16,D
큰맘할매순대국 : 문세윤 국밥송 시즐편_15,2020-12-29,15.0,서비스,음식및숙박,기타프랜차이즈점,96,J
2021엔젤피스예술단 청소년단원모집,2020-12-29,30.0,관공서및단체,단체,단체기타,36,D
가나초콜릿 : 감성이필요해 가나 다크밀크편A2,2020-12-29,15.0,식품,제과,초코릿,107,L
경동나비엔 청정환기시스템 : 새로운 환기시스템편_15,2020-12-29,15.0,가정용전기전자,가사용전기전자,가사용전기전자제품종합,2,A
엘지 트롬 스타일러 : 건강까지 지켜주는 진짜 스타일러_재킷_30,2020-12-29,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
가나초콜릿 : 감성이필요해 가나 티라미수편A3,2020-12-29,15.0,식품,제과,초코릿,107,L
안성탕면 : 통목살편,2020-12-29,15.0,식품,면류,봉지인스턴트면류,41,L
모닝케어 : 숙취해소 개념장착편_15,2020-12-29,15.0,음료및기호식품,음료및기호식품기타,음료및기호식품기타,95,N
함양군 홍보동영상 광고_30,2020-12-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,16,D
용각산 쿨 : 헛기침편A_15,2020-12-29,15.0,제약및의료,"이비인후,치과및안과용제",진해거담제,102,P
커블체어_직장인편,2020-12-29,15.0,가정용품,가구류,가구류제품종합,0,B
임태성의 요한이네 할인매장 : 2020미스코리아편_20,2020-12-29,20.0,유통,"소형,소매유통","소형,소매유통제품종합",62,M
굿네이버스_식량위기_60,2020-12-29,60.0,관공서및단체,단체,민간단체,36,D
KTX포항역 삼구트리니엔,2020-12-29,20.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타",12,C
도미노피자 세배 피자 : 새해복 세배로 받으소편,2020-12-29,15.0,식품,제빵,"햄버거,피자및샌드위치",108,L
가나초콜릿 : 감성이필요해 가나 핑크베리편A1,2020-12-29,15.0,식품,제과,초코릿,107,L
콩순이 뽑기 노래방 + 믹서기쉐이크놀이,2020-12-29,20.0,가정용품,완구류,완구류제품종합,86,B
커블체어_부모님편,2020-12-29,15.0,가정용품,가구류,가구류제품종합,0,B
직방 : 집을 찾다 나를 찾다_이도현편A15,2020-12-29,15.0,서비스,개인서비스,부동산중개,9,J
직방 : 집을 찾다 나를 찾다_경수진편A_15,2020-12-29,15.0,서비스,개인서비스,부동산중개,9,J
함양군 홍보동영상 광고_30,2020-12-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,16,D
함양군 홍보동영상 광고_30,2020-12-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,16,D
유니세프_90,2020-12-29,90.0,관공서및단체,단체,민간단체,36,D
함양군 홍보동영상,2020-12-29,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,16,D
명진푸드 카페캔버스 구자성편,2020-12-29,15.0,서비스,음식및숙박,패스트푸드점,96,J
커블체어 : 아이A_15,2020-12-29,15.0,가정용품,가구류,가구류제품종합,0,B
엘지 올레드 티비 : 인류의 움직임편,2020-12-29,60.0,가정용전기전자,영상기기,TV,84,A
도미노피자 세배 피자 : 새해복 세배로 받으소편,2020-12-29,15.0,식품,제빵,"햄버거,피자및샌드위치",108,L
용각산 쿨 : 헛기침편B_15,2020-12-29,15.0,제약및의료,"이비인후,치과및안과용제",진해거담제,102,P
커블체어_운전자편,2020-12-29,15.0,가정용품,가구류,가구류제품종합,0,B
파파존스 : 야미파파 댄스편,2020-12-28,15.0,식품,제빵,"햄버거,피자및샌드위치",108,L
올리고365 : 통증완화편,2020-12-28,30.0,제약및의료,의료기기,의료기기제품종합,98,P
DB손해보험 : 천만 고객과의 약속편,2020-12-28,45.0,"금융,보험및증권",금융및보험,손해보험,24,G
2021 삼화문구몰,2020-12-28,20.0,유통,"소형,소매유통",팬시점,62,M
프롬바이오 보스웰리아 : 선택의 기준편,2020-12-28,30.0,식품,건강식품,건강보조식품,10,L
전라북도 탄소융복합산업 규제자유특구,2020-12-28,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,16,D
프롬바이오 위건강엔 매스틱 : 이름이 정답편,2020-12-28,15.0,식품,건강식품,건강보조식품,10,L
프롬바이오 6년정성 더진한 홍삼스틱 : 홍삼의 상식을 흔들다편(설이벤트),2020-12-28,30.0,식품,건강식품,건강보조식품,10,L
자코모 : 신선한 소파편,2020-12-28,30.0,가정용품,가구류,가정용가구,0,B
직방 : 집을 찾다 나를 찾다_경수진편A,2020-12-28,15.0,서비스,개인서비스,부동산중개,9,J
위니아 딤채전문점,2020-12-28,20.0,유통,"소형,소매유통","소형,소매유통제품종합",62,M
프롬바이오 보스웰리아 : 선택의 기준편,2020-12-28,15.0,식품,건강식품,건강보조식품,10,L
IBK 기업은행 : 아직 세상이 알아보지 못한 기업들을 위해편,2020-12-28,60.0,"금융,보험및증권",금융및보험,은행,24,G
우림가구백화점 2021,2020-12-28,30.0,가정용품,가구류,가구류기타,0,B
프롬바이오 보스웰리아 : 선택의 기준편(설이벤트),2020-12-28,30.0,식품,건강식품,건강보조식품,10,L
LG 올레드 TV : 인류의 움직임편,2020-12-28,60.0,가정용전기전자,영상기기,TV,84,A
프롬바이오 6년정성 더진한 홍삼스틱 : 홍삼의 상식을 흔들다편(설이벤트),2020-12-28,15.0,식품,건강식품,건강보조식품,10,L
LG 올레드 TV : 인류의 움직임편,2020-12-28,60.0,가정용전기전자,영상기기,TV,84,A
직방 : 집을 찾다 나를 찾다_경수진편B,2020-12-28,15.0,서비스,개인서비스,부동산중개,9,J
자코모 _신선한 소파편,2020-12-28,15.0,가정용품,가구류,가정용가구,0,B
LG 올레드 TV : 인류의 움직임편,2020-12-28,60.0,가정용전기전자,영상기기,TV,84,A
브리티지 센텀 : 브리티지가 되다편,2020-12-28,30.0,"건설,건재및부동산",부동산임대및매매,건물임대및매매,52,C
IBK 기업은행 : 아직 세상이 알아보지 못한 기업들을 위해편,2020-12-28,30.0,"금융,보험및증권",금융및보험,은행,24,G
프롬바이오 보스웰리아 : 선택의 기준편(설이벤트),2020-12-28,15.0,식품,건강식품,건강보조식품,10,L
오메가_코-액시얼,2020-12-28,90.0,정밀기기및사무기기,시계,고급예물시계,73,O
LG유플러스_아이들나라 : 유삐펜편,2020-12-28,30.0,컴퓨터및정보통신,통신망,통신망기타,130,R
프롬바이오 6년정성 더진한 홍삼스틱 : 홍삼의 상식을 흔들다편,2020-12-28,30.0,식품,건강식품,건강보조식품,10,L
디더블유바이오,2020-12-28,30.0,제약및의료,제약및의료기타,제약및의료기타,109,P
직방 : 집을 찾다 나를 찾다_이도현편A,2020-12-28,15.0,서비스,개인서비스,부동산중개,9,J
LG유플러스_아이들나라 : 매일매일 자라는 배움습관편,2020-12-28,30.0,컴퓨터및정보통신,통신망,통신망기타,130,R
프롬바이오 보스웰리아 : 선택의 기준편,2020-12-28,30.0,식품,건강식품,건강보조식품,10,L
직방 : 집을 찾다 나를 찾다_이도현편B,2020-12-28,15.0,서비스,개인서비스,부동산중개,9,J
프롬바이오 위건강엔 매스틱 : 이름이 정답편,2020-12-28,30.0,식품,건강식품,건강보조식품,10,L
DB손해보험 : 천만 고객과의 약속편,2020-12-28,30.0,"금융,보험및증권",금융및보험,손해보험,24,G
프롬바이오 보스웰리아 : 선택의 기준편(설이벤트),2020-12-28,15.0,식품,건강식품,건강보조식품,10,L
에어데이즈 마스크 : 3.5센치의 발견편,2020-12-28,15.0,제약및의료,제약및의료기타,제약및의료기타,109,P
오메가_코-액시얼,2020-12-28,90.0,정밀기기및사무기기,시계,고급예물시계,73,O
DB손해보험 : 천만 고객과의 약속편,2020-12-28,15.0,"금융,보험및증권",금융및보험,손해보험,24,G
제주도농아복지관,2020-12-28,20.0,교육및복지후생,교육및복지후생기타,교육및복지후생기업PR,19,E
프롬바이오 보스웰리아 : 선택의 기준편(설이벤트),2020-12-28,30.0,식품,건강식품,건강보조식품,10,L
프롬바이오 보스웰리아 : 선택의 기준편,2020-12-28,15.0,식품,건강식품,건강보조식품,10,L
프롬바이오 6년정성 더진한 홍삼스틱 : 홍삼의 상식을 흔들다편,2020-12-28,15.0,식품,건강식품,건강보조식품,10,L
NEW 프리드라이프 : 행복을 드리는 상조편,2020-12-24,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타",23,G
SOFY 무표백 속커버 : 엄마도 딸도 함께 씁니다편,2020-12-21,15.0,화장품및보건용품,가정및보건용제지,생리대,3,T
토레타 : 겨울 홈트레이닝편,2020-12-21,15.0,음료및기호식품,비알콜음료,믹스음료,53,N
시크릿아트 GO GLAM 네일스탬프,2020-12-18,20.0,가정용품,완구류,완구류제품종합,86,B
바디프랜드_BTS가 전하는 2020 연말메시지편,2020-12-18,30.0,가정용품,가정용품기타,가정용품기타,6,B
아이오닉 : [IONIQ x BTS] IONIQ: I’m On it편,2020-12-17,60.0,수송기기,승용자동차,친환경승용자동차,71,K
미니특공대 슈퍼티라킹,2020-12-17,15.0,가정용품,완구류,완구류제품종합,86,B
하프의 와플&쿠키 메이커 : 와플파티편,2020-12-17,15.0,가정용품,완구류,일반완구,86,B
킨더초콜릿 : 작은 표현 속의 큰사랑편,2020-12-16,15.0,식품,제과,초코릿,107,L
킨더초콜릿 : 작은 표현 속의 큰사랑편,2020-12-16,30.0,식품,제과,초코릿,107,L
케어네이션 : 보호자편,2020-12-16,15.0,서비스,서비스기타,서비스기타,58,J
안성탕면 : 포포몬쓰 SONG편,2020-12-15,30.0,식품,면류,봉지인스턴트면류,41,L
에스제이홀딩스_돈짝_20,2020-12-14,20.0,서비스,서비스기타,서비스기타,58,J
BTS가 전하는 2021 새해덕담편,2020-12-14,30.0,가정용품,가정용품기타,가정용품기타,6,B
닥터홈씨엠_리모델링 전문기업편_30,2020-12-10,30.0,그룹및기업광고,기타광고,기타기업기타,26,F
제주감귤 : 제주감귤 쌩쌩 특공대편,2020-12-10,15.0,식품,농산품,과실류원산,33,L
아에르 어드밴스드 : 휴먼졸림체편,2020-12-02,15.0,제약및의료,의료용품,의료용품기타,100,P
초이락컨텐츠컴퍼니_헬로카봇:합체하라편_20,2020-11-19,20.0,가정용품,완구류,일반완구,86,B
초이락컨텐츠컴퍼니_헬로카봇 큐브시계:이겨내요편_20,2020-11-19,20.0,가정용품,완구류,일반완구,86,B
초이락_카봇 펜타스톰_20,2020-11-19,20.0,가정용품,완구류,완구류기타,86,B
소노시즌 : 침대과학 x 자세 교정학_체압편,2020-11-10,30.0,가정용품,가구류,침대,0,B
소노시즌 : 침대과학 x 자세 교정학_체압편,2020-11-10,15.0,가정용품,가구류,침대,0,B
샌드아트_10,2020-11-10,10.0,서비스,문화및공연,공연,44,J
인사돌플러스_15,2020-11-09,15.0,제약및의료,"이비인후,치과및안과용제",구내염용제,102,P
MBC예다함TV소재_20년도,2020-11-09,240.0,서비스,개인서비스,경조서비스,9,J
엘지유플러스_유플러스 지문등록:함께 합니다편_60,2020-11-09,60.0,컴퓨터및정보통신,통신망,통신망기타,130,R
샌드아트_국립부산국악원_40,2020-11-09,40.0,서비스,문화및공연,공연,44,J
2020 항노화산업박람회_20,2020-11-09,20.0,서비스,문화및공연,"전시, 박람회 및 학술회의",44,J
흙 흙표흙침대 : 바꿔보세요편,2020-11-06,15.0,가정용품,가구류,침대,0,B
메리츠 올바른암보험_120,2020-11-06,120.0,"금융,보험및증권",금융및보험,손해보험,24,G
MG새마을금고 : 나를 위한 진짜 금융 찐편_15,2020-11-06,15.0,"금융,보험및증권",금융및보험,은행,24,G
삼성 갤럭시 S20_15,2020-11-06,15.0,컴퓨터및정보통신,통신기기,휴대폰,129,R
반려동물 동행 행복도시 춘천_10,2020-11-06,10.0,관공서및단체,중앙및지방관공서,지방자치단체,117,D
삼성 갤럭시 제트 폴드_10,2020-11-06,10.0,컴퓨터및정보통신,통신기기,휴대폰,129,R
약담초 : 모가 문제야편_15,2020-11-06,15.0,화장품및보건용품,구강용품,치약,20,T
플랜코리아_30,2020-11-06,30.0,관공서및단체,단체,민간단체,36,D
푸라닭치킨_15,2020-11-06,15.0,서비스,음식및숙박,기타프랜차이즈점,96,J
에이아이에이 생명보험_120,2020-11-06,120.0,"금융,보험및증권",금융및보험,생명보험,24,G
맥심 화이트골드 : 나에게 부드러워지는 시간편_15,2020-11-06,15.0,음료및기호식품,기호식품,커피및커피믹스,27,N
부산 막퍼준데이_10,2020-11-06,10.0,서비스,문화및공연,지역 및 문화축제,44,J
AIA생명보험20,2020-11-06,240.0,"금융,보험및증권",금융및보험,생명보험,24,G
2020 항노화산업박람회_20,2020-11-06,20.0,서비스,문화및공연,"전시, 박람회 및 학술회의",44,J
MG새마을금고 : 나를 위한 진짜 금융 찐편_15,2020-11-06,15.0,"금융,보험및증권",금융및보험,은행,24,G
광주 더 리미티드_20,2020-11-06,20.0,"건설,건재및부동산",부동산임대및매매,아파트임대및매매,52,C
원픽 : 착한숙박편_15,2020-11-06,15.0,서비스,음식및숙박,음식및숙박기타,96,J
한우자조금_20,2020-11-05,15.0,식품,축산품,생축산품,120,L
MBC예다함TV소재_20년도,2020-11-05,240.0,서비스,개인서비스,경조서비스,9,J
엘지 트롬 스타일러 : 건강까지 지켜주는 진짜 스타일러_재킷편_30,2020-11-05,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
"롯데그룹 : 함께 가는 친구, 롯데편_15",2020-11-05,15.0,그룹및기업광고,그룹광고,그룹PR,21,F
굿네이버스_이혜숙편_60,2020-11-05,60.0,관공서및단체,단체,민간단체,36,D
엘지 트롬 스타일러 : 건강까지 지켜주는 진짜 스타일러_코트편_30,2020-11-05,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
엘지 트롬 스타일러 : 건강까지 지켜주는 진짜 스타일러_코트편_45,2020-11-05,45.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
KBS예다함TV소재_20년도,2020-11-05,240.0,서비스,개인서비스,경조서비스,9,J
푸라닭치킨_종합_30,2020-11-05,30.0,서비스,음식및숙박,기타프랜차이즈점,96,J
메리츠 올바른암보험_120,2020-11-05,120.0,"금융,보험및증권",금융및보험,손해보험,24,G
볼보 XC60_60,2020-11-05,60.0,수송기기,수입자동차,수입자동차제품종합,67,K
한국폴리텍대학울산캠퍼스 2021 신입생 모집_10,2020-11-05,10.0,교육및복지후생,교육기관,대학대학원,18,E
푸라닭치킨_투움바치킨_15,2020-11-05,15.0,서비스,음식및숙박,기타프랜차이즈점,96,J
소노시즌 : 침대과학 x 안심 소재학_인증편,2020-11-05,15.0,가정용품,가구류,침대,0,B
아이에스 동서_에일린의뜰_20,2020-11-05,20.0,"건설,건재및부동산",부동산임대및매매,아파트임대및매매,52,C
뉴트리원 라이프 비투온_30,2020-11-05,30.0,식품,건강식품,건강보조식품,10,L
비티에스_팬텀메디컬케어 바디프랜드_30,2020-11-05,30.0,가정용품,가정용품기타,가정용품기타,6,B
하이모 레이디 : 볼륨이 살아야 자신감이 산다편_20,2020-11-05,15.0,화장품및보건용품,화장도구,가발류,136,T
한우자조금_15,2020-11-05,15.0,식품,축산품,생축산품,120,L
뉴트리원 라이프 비투온_45,2020-11-05,45.0,식품,건강식품,건강보조식품,10,L
엘지 트롬 스타일러 : 건강까지 지켜주는 진짜 스타일러_재킷편_45,2020-11-05,45.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
"롯데그룹 : 함께 가는 친구, 롯데편_30",2020-11-05,30.0,그룹및기업광고,그룹광고,그룹PR,21,F
"롯데그룹 : 함께 가는 친구, 롯데편_15",2020-11-05,15.0,그룹및기업광고,그룹광고,그룹PR,21,F
QM6_15,2020-11-05,15.0,수송기기,승용자동차,다목적승용차,71,K
뉴트리원 라이프 비투온_30,2020-11-05,30.0,식품,건강식품,건강보조식품,10,L
뉴트리원 라이프 비투온_30,2020-11-05,30.0,식품,건강식품,건강보조식품,10,L
"롯데그룹 : 함께 가는 친구, 롯데편_30",2020-11-05,30.0,그룹및기업광고,그룹광고,그룹PR,21,F
뉴트리원라이프 비비랩 더콜라겐 : 피부 가득 채우다편_45,2020-11-05,45.0,식품,건강식품,건강보조식품,10,L
뉴트리원 라이프 비투온 : 시대에 맞는 장건강편_15,2020-11-05,15.0,식품,건강식품,건강보조식품,10,L
MG새마을금고 보험 : 진짜 나를 위한 보험편_15,2020-11-04,15.0,"금융,보험및증권",금융및보험,은행,24,G
MG새마을금고 보험 : 진짜 나를 위한 보험편_30,2020-11-04,30.0,"금융,보험및증권",금융및보험,은행,24,G
신태평삼대_IN스마트약탕기포트,2020-11-04,240.0,"금융,보험및증권",금융및보험,생명보험,24,G
예다함_120,2020-11-04,120.0,서비스,개인서비스,경조서비스,9,J
신협 : 인물편_15,2020-11-04,15.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타",23,G
KBS예다함TV소재_20년도,2020-11-04,240.0,서비스,개인서비스,경조서비스,9,J
MBC예다함TV소재_20년도,2020-11-04,180.0,서비스,개인서비스,경조서비스,9,J
EBS예다함TV소재,2020-11-04,180.0,서비스,개인서비스,경조서비스,9,J
EBS예다함TV소재,2020-11-04,240.0,서비스,개인서비스,경조서비스,9,J
미래에셋대우 PR_2020,2020-11-04,15.0,"금융,보험및증권",주식및유가증권,주식증권,115,G
강청 손세정제_20,2020-11-04,20.0,화장품및보건용품,세제류,주방세제,61,T
예다함_120,2020-11-04,120.0,서비스,개인서비스,경조서비스,9,J
MG새마을금고 : 나를 위한 진짜 금융편_30,2020-11-04,30.0,"금융,보험및증권",금융및보험,은행,24,G
소노시즌 : 침대과학 x 안심 소재학_인증편,2020-11-04,30.0,가정용품,가구류,침대,0,B
삼성행안파_IN스마트약탕기,2020-11-04,120.0,"금융,보험및증권",금융및보험,생명보험,24,G
KT 5G 아이폰 12 : 5G를 달고 아이폰12가 온다편_30,2020-11-04,30.0,컴퓨터및정보통신,통신망,인터넷통신망,130,R
MBC예다함TV소재_20년도,2020-11-04,240.0,서비스,개인서비스,경조서비스,9,J
삼성행안파_IN스마트약탕기,2020-11-04,240.0,"금융,보험및증권",금융및보험,생명보험,24,G
광주아이돌봄서비스,2020-11-04,30.0,관공서및단체,단체,단체기타,36,D
함평축협한우_20,2020-11-04,20.0,서비스,서비스기타,서비스기타,58,J
신규 A 진짜 ver,2020-11-04,15.0,"금융,보험및증권",금융및보험,은행,24,G
스윗비떵,2020-11-04,30.0,식품,건강식품,건강보조식품,10,L
2020 TVCF,2020-11-03,15.0,식품,건강식품,건강보조식품,10,L
KB국민카드Pay 활용점정,2020-11-03,15.0,"금융,보험및증권",금융및보험,신용카드,24,G
페브리즈 내추리스,2020-11-03,15.0,가정용품,방취및방균제,방취및방향제,47,B
XM3 : 공간감_15,2020-11-03,15.0,수송기기,승용자동차,준중형승용차,71,K
페브리즈 내추리스,2020-11-03,30.0,가정용품,방취및방균제,방취및방향제,47,B
KBS예다함TV소재_20년도,2020-11-03,240.0,서비스,개인서비스,경조서비스,9,J
iPad Pro,2020-11-03,30.0,컴퓨터및정보통신,컴퓨터,"팜탑PC및PDA, 태블릿컴퓨터",124,R
맥도날드 DT_30,2020-11-03,30.0,서비스,음식및숙박,패스트푸드점,96,J
MBC예다함TV소재_20년도,2020-11-03,240.0,서비스,개인서비스,경조서비스,9,J
삼성행안파_레트로히터,2020-11-03,120.0,"금융,보험및증권",금융및보험,생명보험,24,G
2020창원국제실내악축제_20,2020-11-03,20.0,서비스,서비스기타,서비스기타,58,J
아이에스동서_20,2020-11-03,20.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR",12,C
강진중앙로상가_30,2020-11-03,30.0,서비스,서비스기타,서비스기업PR,58,J
다우니 베이스,2020-11-03,15.0,화장품및보건용품,세제류,섬유유연제,61,T
카카오페이 : 결제는. 카카오페이B_30,2020-11-03,30.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기타",23,G
울산과학대학교 자막광고,2020-11-03,10.0,교육및복지후생,교육기관,대학대학원,18,E
11보험주치의,2020-11-03,120.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",23,G
플랜코리아,2020-11-03,30.0,관공서및단체,단체,민간단체,36,D
다우니 베이스,2020-11-03,30.0,화장품및보건용품,세제류,섬유유연제,61,T
아이에스동서_20,2020-11-03,20.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR",12,C
삼성행안파_레트로히터,2020-11-03,240.0,"금융,보험및증권",금융및보험,생명보험,24,G
다우니 Lagerfeld,2020-11-03,15.0,화장품및보건용품,세제류,세탁세제,61,T
대한민국 홈쇼핑 반출명품대전,2020-11-03,30.0,기초재,농축수산기초재,종묘,35,H
우리집 보험주치의(밥솥)_120,2020-11-03,120.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",23,G
신태평삼대_레트로히터,2020-11-03,120.0,"금융,보험및증권",금융및보험,생명보험,24,G
도굴,2020-11-02,15.0,서비스,문화및공연,영화,44,J
캐롯손해보험 퍼마일 자동차보험_주차장,2020-11-02,30.0,"금융,보험및증권",금융및보험,손해보험,24,G
인산가,2020-11-02,15.0,식품,식품기타,식품기타,74,L
인산가,2020-11-02,30.0,식품,식품기타,식품기타,74,L
아이폰12(TV),2020-11-02,30.0,컴퓨터및정보통신,통신기기,휴대폰,129,R
더맨 신사정장 강남한복,2020-11-02,20.0,패션,정장의류,정장의류제품종합,106,S
2020 인구주택총조사,2020-11-02,10.0,관공서및단체,중앙및지방관공서,중앙관공서,117,D
렉스턴20,2020-11-02,15.0,수송기기,승용자동차,다목적승용차,71,K
울산 축협 한우프라자_20,2020-11-02,20.0,식품,축산품,축산품기타,120,L
도굴,2020-11-02,30.0,서비스,문화및공연,영화,44,J
맥도날드 1955 버거 & 1955 해쉬브라운 : 65년 노하우의 꽉 찬 맛편_15,2020-11-02,15.0,서비스,음식및숙박,패스트푸드점,96,J
올뉴렉스턴_렉스턴이니까 믿고 간다_임영웅,2020-11-02,30.0,수송기기,승용자동차,다목적승용차,71,K
국제금융센터 퀸즈W_10,2020-11-02,10.0,"건설,건재및부동산",건설,건설제품종합,11,C
2020년 하반기 TV,2020-11-02,15.0,"금융,보험및증권",금융및보험,손해보험,24,G
아이폰12,2020-11-02,30.0,컴퓨터및정보통신,통신기기,통신기기제품종합,129,R
2020 맥도날드 (TV일반),2020-11-02,30.0,서비스,음식및숙박,패스트푸드점,96,J
비스포크 키친,2020-11-02,30.0,가정용전기전자,주방용전기전자,주방용전기전자제품종합,113,A
렉스턴_20,2020-11-02,30.0,수송기기,승용자동차,다목적승용차,71,K
EBS예다함TV소재,2020-11-02,240.0,서비스,개인서비스,경조서비스,9,J
캐롯손해보험 퍼마일 자동차보험_레스토랑,2020-11-02,15.0,"금융,보험및증권",금융및보험,손해보험,24,G
인산가,2020-11-02,30.0,식품,식품기타,식품기타,74,L
올뉴렉스턴_렉스턴이니까 믿고 간다_박성웅,2020-11-02,15.0,수송기기,승용자동차,다목적승용차,71,K
갤럭시폴드,2020-11-02,30.0,컴퓨터및정보통신,통신기기,휴대폰,129,R
인산가,2020-11-02,15.0,식품,식품기타,식품기타,74,L
달바_세럼을 스프레이하다편_15,2020-10-30,15.0,화장품및보건용품,여성기초화장품,여성일반기초화장품,80,T
일렉트로룩스_식기세척기,2020-10-29,15.0,가정용전기전자,주방용전기전자,식기세척및건조기,113,A
또봇V 시즌2,2020-10-27,15.0,가정용품,완구류,일반완구,86,B
모두의 바블 메가디럭스 : 주사위로 떠나는 세계여행편,2020-10-27,15.0,가정용품,완구류,완구류제품종합,86,B
삼성전자 삼성 제트 청소기 : 미세먼지청소  A to Z편,2020-10-16,30.0,가정용전기전자,가사용전기전자,청소기,2,A
아이콘 정수기,2020-10-16,30.0,가정용품,주방용품,정수기,114,B
오뚜기 오동통면 : 완도산 청정다시마 2개편,2020-10-16,30.0,식품,조미향신료,소스및장국,111,L
