광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,mid_cluster,major_cluster
종근당건강_락토바이옴 스킨편_30,2021-04-06,30.0,식품,건강식품,건강식품제품종합,10,L
한국야쿠르트B_15,2021-04-06,15.0,그룹및기업광고,그룹광고,그룹PR,21,F
장스푸드_60계치킨 호랑이치킨_30,2021-04-06,30.0,서비스,음식및숙박,기타프랜차이즈점,96,J
아이코닉스_타요 소방 센터 플레이세트_15,2021-04-06,15.0,가정용품,완구류,작동완구,86,B
예다함상조_15,2021-04-06,15.0,그룹및기업광고,그룹광고,그룹PR,21,F
지오스포츠_광주아울렛 픽샵_20,2021-04-06,20.0,유통,"소형,소매유통",패션대리점,62,M
파운트_따라가지 마세요편_15,2021-04-06,15.0,"금융,보험및증권",금융및보험,금융및보험기타,24,G
네이처농업회사_태안튤립_20,2021-04-06,20.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
바나나맛우유 : 씻고바유편_15,2021-04-05,15.0,음료및기호식품,비알콜음료,비알콜음료제품종합,53,N
시스코 : The bridge to possible 일하는 방식편_30,2021-04-05,30.0,서비스,전문서비스,건축및엔지니어링서비스,105,J
더 뉴 렉스턴 스포츠 : 리얼 케이픽업 더 뉴 렉스턴 스포츠_15,2021-04-05,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
시스코 : The bridge to possible편_15,2021-04-05,15.0,서비스,전문서비스,건축및엔지니어링서비스,105,J
밀면이야기_20,2021-04-05,20.0,서비스,음식및숙박,대중음식점,96,J
베이블레이드버스트 다이너마이트_15,2021-04-05,15.0,가정용품,완구류,일반완구,86,B
피크닉 테마파크_20,2021-04-05,20.0,서비스,서비스기타,서비스기타,58,J
"유니베라 아임뮨 : 면역아, 알로에 먹자!편_15",2021-04-05,15.0,식품,건강식품,건강식품제품종합,10,L
자담치킨 스리라차 치킨 : 맛있스리라차편_30,2021-04-05,30.0,식품,축산품,치킨가공품,120,L
지프 : 어드벤처 데이즈 80주년편_15,2021-04-05,15.0,수송기기,수입자동차,수입지프,67,K
태안세계튤립꽃박람회_20,2021-04-05,20.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
복권위원회 : 모두의 행복할 권리 꿈통장편_30,2021-04-05,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,16,D
위드림 보석 뽑기 스티커메이커,2021-04-05,15.0,가정용품,완구류,작동완구,86,B
암앤해머 컴플리트케어 : 헤리티지 트렌드편_15,2021-04-05,15.0,화장품및보건용품,구강용품,치약,20,T
더 뉴 렉스턴 스포츠 : 리얼 케이픽업 더 뉴 렉스턴 스포츠_30,2021-04-05,30.0,수송기기,승용자동차,승용자동차제품종합,71,K
동아오츠카_오로나민씨_A_15,2021-04-05,15.0,음료및기호식품,비알콜음료,비알콜음료기타,53,N
피크닉 테마파크_20,2021-04-05,20.0,서비스,서비스기타,서비스기타,58,J
데시앙 : 시대와 교감하다편_15,2021-04-05,15.0,"건설,건재및부동산",건설,건설,11,C
데시앙 : 시대와 교감하다편_15,2021-04-05,15.0,"건설,건재및부동산",건설,건설,11,C
현대카드 제트 : 구간반복 할인카드편_30,2021-04-05,30.0,"금융,보험및증권",금융및보험,신용카드,24,G
하이트 제로 : 올-프리편_30,2021-04-05,30.0,음료및기호식품,비알콜음료,비알콜음료기타,53,N
케이비금융지주_2021 기본으로 세상을 바꾸다_30,2021-04-05,30.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권제품종합",23,G
자담치킨 스리라차 치킨 : 마시스리라차편_15,2021-04-05,15.0,식품,축산품,치킨가공품,120,L
우당탕탕 은하안전단 : 변신시리즈편,2021-04-05,20.0,가정용품,완구류,작동완구,86,B
부스트릭스 : 백일해 백신편_15,2021-04-05,15.0,제약및의료,"백신,구충및살충제",예방백신,49,P
"유니베라 아임뮨 : 면역아, 알로에 먹자!편(여자)_15",2021-04-05,15.0,식품,건강식품,건강식품제품종합,10,L
새미네부엌 : 김치편_15,2021-04-05,15.0,식품,조미향신료,소스및장국,111,L
새미네부엌 : 종합편_15,2021-04-05,15.0,식품,조미향신료,소스및장국,111,L
굿네이버스_소외열대_60,2021-04-05,60.0,관공서및단체,단체,민간단체,36,D
와이드앵글 : 김선호와 김사랑의 와글와글한 라운드!편B_30,2021-04-05,15.0,패션,스포츠전문복,골프복,70,S
와이드앵글 : 김선호와 김사랑의 와글와글한 라운드!편A_30,2021-04-05,30.0,패션,스포츠전문복,골프복,70,S
넷마블_제2의나라 : 그랜드 오픈_감성편,2021-04-05,30.0,컴퓨터및정보통신,컴퓨터게임,모바일게임,126,R
암앤해머 : 헤리티지 트렌드_세탁세제편_15,2021-04-05,15.0,화장품및보건용품,구강용품,치약,20,T
현대카드 제트 : 구간반복 할인카드편_60,2021-04-05,60.0,"금융,보험및증권",금융및보험,신용카드,24,G
더 뉴 렉스턴 스포츠 : 리얼 케이픽업 더 뉴 렉스턴 스포츠_15,2021-04-05,15.0,수송기기,승용자동차,승용자동차제품종합,71,K
새미네 부엌 : 반찬소스편_15,2021-04-05,15.0,식품,조미향신료,소스및장국,111,L
복권위원회 : 모두의 행복할 권리 터널편_30,2021-04-05,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,16,D
유니베라 아임뮨 : 예전같지 않는 면역력편C_15,2021-04-05,15.0,식품,건강식품,건강식품제품종합,10,L
유니베라 아임뮨 : 흔들리는 면역력편B_15,2021-04-05,15.0,식품,건강식품,건강식품제품종합,10,L
케이비금융지주_2021 대한민국 1등을 넘어_30,2021-04-05,30.0,"금융,보험및증권",금융및보험,금융및보험제품종합,24,G
데시앙 : 시대와 교감하다편_30,2021-04-05,30.0,"건설,건재및부동산",건설,건설,11,C
케이비젼안경_20,2021-04-05,20.0,화장품및보건용품,화장품및보건용품기타,화장품및보건용품기타,137,T
더 뉴 렉스턴 스포츠 : 리얼 케이픽업 더 뉴 렉스턴 스포츠_30,2021-04-05,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
자담치킨 스리라차 치킨 : 마시스리라차편B_15,2021-04-05,15.0,식품,축산품,치킨가공품,120,L
해피클린 : 장건강엔 해피클린편,2021-04-05,15.0,식품,건강식품,건강식품기타,10,L
"콜대원 : 증상별로 색다르게, 짜라! 콜대원_시니어편",2021-04-05,15.0,제약및의료,감기약,종합감기약,8,P
군산필스_여자행복세일,2021-04-05,20.0,패션,정장의류,모피가죽의류,106,S
뉴 큐엠6_모두가 대찬성편_15,2021-04-02,15.0,수송기기,승용자동차,중형승용차,71,K
에이치엠씨네트웍스_케어네이션 : 보호자편_30,2021-04-02,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
지프 : 어드벤처 데이즈 80주년편,2021-04-02,15.0,수송기기,수입자동차,수입지프,67,K
산업단지닷컴_15,2021-04-02,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
현대카드 제트_구간반복 할인카드편_30,2021-04-02,30.0,"금융,보험및증권",금융및보험,신용카드,24,G
힐크릭 : 김효주 프로 우승 영상_15,2021-04-02,15.0,패션,스포츠전문복,골프복,70,S
갤럭시S21_AI지우개_시보(로켓),2021-04-02,10.0,컴퓨터및정보통신,통신기기,휴대폰,129,R
더 뉴 렉스턴 스포츠 : 리얼 케이픽업 더 뉴 렉스턴 스포츠_15,2021-04-02,15.0,수송기기,승용자동차,승용자동차제품종합,71,K
"삼성 갤럭시 S21 : 두근거리게. 지워봐, 그리고 즐겨봐편_10",2021-04-02,10.0,컴퓨터및정보통신,통신기기,휴대폰,129,R
더 뉴 렉스턴 스포츠 : 리얼 케이픽업 더 뉴 렉스턴 스포츠_30,2021-04-02,30.0,수송기기,승용자동차,승용자동차제품종합,71,K
에이치엠씨네트웍스_케어네이션 보호자편_15,2021-04-02,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
전라북도교육청_30,2021-04-02,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
타이틀리스트 : 단 하나의 넘버원 골프볼편_15,2021-04-02,15.0,가정용품,"취미,레저용품",골프용품,122,B
제로페이 모바일 온누리상품권 : 비교편_15,2021-04-02,15.0,"금융,보험및증권",금융및보험,전자지불서비스,24,G
제27회 부산드림베이비페어_20,2021-04-02,20.0,서비스,문화및공연,"전시, 박람회 및 학술회의",44,J
도현가구갤러리_15,2021-04-02,15.0,가정용품,가구류,가구류제품종합,0,B
매직솔트 좌훈기(TVCM)_30,2021-04-02,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,5,A
"타이틀리스트_프로브이원, 프로브이원엑스편_15",2021-04-02,15.0,가정용품,"취미,레저용품",골프용품,122,B
에이에이치씨 : 세이프온편_15,2021-04-02,15.0,화장품및보건용품,여성썬탠류,여성썬블록,82,T
배스킨라빈스_민초여 봉봉하라편_15,2021-04-02,15.0,식품,아이스크림,아이스크림제품종합,77,L
에이치엠씨네트웍스_케어네이션 : 보호자편_15,2021-04-02,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
제로페이 모바일 온누리상품권_이렇게 낮추는 거야_15,2021-04-02,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
에이아이지 참 든든한 시니어보험 : 누가 치매에 걸릴 확률이 높을까요편_30,2021-04-02,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
도현가구갤러리_20,2021-04-02,20.0,가정용품,가구류,가구류제품종합,0,B
"보령컨슈머헬스케어 브링 위엔포스 : 위, 포스없이 감당할 수 있나요_15",2021-04-02,15.0,식품,건강식품,건강식품제품종합,10,L
지프 : 어드벤처 데이즈 80주년편_15,2021-04-02,15.0,수송기기,수입자동차,수입지프,67,K
"삼성 갤럭시 S21 : 두근거리게. 지워봐, 그리고 즐겨봐편_시보(데크)_10",2021-04-02,10.0,컴퓨터및정보통신,통신기기,휴대폰,129,R
현대카드 제트 : 구간반복 할인카드편_60,2021-04-02,60.0,"금융,보험및증권",금융및보험,신용카드,24,G
에이치엠씨네트웍스_케어네이션 : 보호자편_30,2021-04-02,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
디비손해보험_디비건강드릴세트_120,2021-04-02,120.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
삼성 비스포크 냉장고 : 조인 더 비스포크 - 믹스매치편,2021-04-02,30.0,가정용전기전자,주방용전기전자,냉장고,113,A
임실엔치즈_30,2021-04-02,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
제로페이 모바일 온누리상품권_결제편_15,2021-04-02,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
청남가구단지 특별세일전_20,2021-04-02,20.0,유통,"소형,소매유통",가구대리점,62,M
넷플릭스_낙원의밤_15,2021-04-02,15.0,서비스,문화및공연,영화,44,J
에이아이지 참 든든한 시니어보험_누가 치매에 걸릴 확률이 높을까요편_60,2021-04-02,60.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
넷플릭스_낙원의밤_30,2021-04-02,30.0,서비스,문화및공연,영화,44,J
삼성 비스포크 무풍에어컨 : 나의 무풍편_30,2021-04-02,30.0,가정용전기전자,냉방및공기청정기,에어컨,31,A
삼성 비스포크 냉장고 : 조인 더 비스포크 - 워터편,2021-04-02,30.0,가정용전기전자,주방용전기전자,냉장고,113,A
제로페이 모바일 온누리상품권 : 비교편_15,2021-04-02,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
티앤비코리아_누구나홀딱반한닭 반해편_15,2021-04-01,15.0,식품,축산품,치킨가공품,120,L
동서식품_맥심카누 브랜드캠페인_30,2021-04-01,30.0,식품,식품기타,식품기타,74,L
비젼유통_30초커피_20,2021-04-01,20.0,서비스,음식및숙박,기타프랜차이즈점,96,J
용인시청_용인시종합홍보_15,2021-04-01,15.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
씨제이제일제당_신혼부부_30,2021-04-01,30.0,그룹및기업광고,그룹광고,그룹PR,21,F
씨제이제일제당_노부부_30,2021-04-01,30.0,그룹및기업광고,그룹광고,그룹PR,21,F
전라북도교육청_2차 캠페인_30,2021-04-01,30.0,교육및복지후생,교육기관,교육기관기타,18,E
도현가구갤러리_30,2021-04-01,30.0,가정용품,가구류,가구류제품종합,0,B
티앤비코리아_누구나홀딱반한닭 반해편_30,2021-04-01,30.0,식품,축산품,치킨가공품,120,L
굿네이버스_정보석편 보건의료_120,2021-04-01,120.0,관공서및단체,단체,민간단체,36,D
보령컨슈머헬스케어_브링 위엔포스B_15,2021-04-01,15.0,식품,건강식품,건강식품제품종합,10,L
티앤비코리아_누구나홀딱반한닭 시작편_15,2021-04-01,15.0,식품,축산품,치킨가공품,120,L
삼성전자_폴더블투고_30,2021-04-01,30.0,컴퓨터및정보통신,통신기기,휴대폰,129,R
엑소 세훈 생일_15,2021-04-01,15.0,서비스,문화및공연,문화및공연기타,44,J
아이씨유미디어_2021나눔가구백화점_20,2021-04-01,20.0,가정용품,가구류,가구류제품종합,0,B
아르떼 미디어_홈쇼핑 농특산물 재난반출대전_60,2021-04-01,60.0,기초재,농축수산기초재,종묘,35,H
홍천문화재단_산나물_30,2021-04-01,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
티앤비코리아_누구나홀딱반한닭 시작편_30,2021-04-01,30.0,식품,축산품,치킨가공품,120,L
씨제이제일제당_부자_30,2021-04-01,30.0,그룹및기업광고,그룹광고,그룹PR,21,F
동국제약_인사돌 독백편_15,2021-04-01,15.0,제약및의료,"이비인후,치과및안과용제",구내염용제,102,P
창원시청_비전홍보_30,2021-04-01,30.0,가정용전기전자,가사용전기전자,가사용전기전자기타,2,A
아르떼 미디어_부산 감만동 세계명품 대전_30,2021-04-01,30.0,기초재,농축수산기초재,종묘,35,H
삼성전자_갤럭시북 마미손_30,2021-04-01,30.0,컴퓨터및정보통신,컴퓨터,노트북PC,124,R
용인시청_홍보영상_15,2021-04-01,15.0,관공서및단체,중앙및지방관공서,지방자치단체,117,D
삼성전자_폴더블투고_45,2021-04-01,45.0,컴퓨터및정보통신,통신기기,휴대폰,129,R
한국노바티스_라미실원스외용액_15,2021-04-01,15.0,제약및의료,두피및피부용제,무좀치료제,40,P
일동제약_아로나민 골드_15,2021-04-01,15.0,제약및의료,제약및의료기타,제약및의료제품종합,109,P
굿네이버스 인터내셔날_정보석편 보건의료_90,2021-04-01,90.0,관공서및단체,단체,민간단체,36,D
한국간편결제진흥원_제로페이 종합편_15,2021-04-01,15.0,"금융,보험및증권",금융및보험,전자지불서비스,24,G
삼성전자_폴더블투고_30,2021-04-01,30.0,컴퓨터및정보통신,통신기기,휴대폰,129,R
종근당건강_락토핏_15,2021-04-01,15.0,식품,건강식품,건강식품제품종합,10,L
삼성전자_폴더블투고_45,2021-04-01,45.0,컴퓨터및정보통신,통신기기,휴대폰,129,R
청양군청_스마트청양 청년응원_30,2021-04-01,30.0,관공서및단체,관공서및단체기타,관공서및단체기타,16,D
홍성남당항 바다송어축제,2021-03-31,20.0,서비스,문화및공연,지역 및 문화축제,44,J
라오메뜨가구,2021-03-31,20.0,서비스,서비스기타,서비스기타,58,J
코웨이 슬립케어 매트리스 : BTS는 잘 잡니다편,2021-03-31,60.0,가정용품,가구류,침대,0,B
삼성 비스포크 제트,2021-03-31,30.0,가정용전기전자,가사용전기전자,청소기,2,A
