행 번호,광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사,AISAC_URL,실제재생초수
33190,르노삼성자동차 XM3 : 디테일까지편,2020-09-23,15.0,수송기기,승용자동차,준중형승용차,르노삼성자동차(주),(주)웰콤퍼블리시스월드와이드,웰콤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794510F02_1-20-TH-09-962,30.03
33191,포항대학교_신입생모집,2020-09-23,10.0,교육및복지후생,교육기관,대학대학원,포항대학교,네오커뮤니케이션즈(주),네오커뮤니케이션즈(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794475F02_1-20-TM-09-050,10.01
33192,맞춤보험365_반상기라면,2020-09-23,120.0,"금융,보험및증권",금융및보험,금융및보험기타,(주)이노리어,(주)제이앤케이인글로벌,비앤비,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794664F02_1-20-TJ-09-180,120.05
33193,위너지비엠 백제교류 전시행사 : 동아시아 교류의 중심 백제편,2020-09-23,20.0,서비스,문화및공연,"전시, 박람회 및 학술회의",(주)위너지비엠,주식회사 그레이아츠컴퍼니,(주)그레이아츠컴퍼니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794485F02_1-20-TH-09-993,20.02
33194,넷플릭스서비시스코리아 기업PR : 이야기로 잇다편,2020-09-23,30.0,서비스,문화및공연,영화,넷플릭스서비시스코리아(유),(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794495F02_1-20-TH-09-992,30.03
33195,삼성 갤럭시 노트20_내가 가장 스마트해지는 세상,2020-09-23,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,매스메스에이지,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794497F02_1-20-TJ-09-003,15.02
33196,스케쳐스코리아 스케쳐스 : 한걸음 더편,2020-09-23,15.0,패션,신발류,신발류제품종합,주식회사 스케쳐스코리아,(주)디렉터스컴퍼니,디렉터스컴퍼니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794474F02_1-20-TH-09-947,15.02
33197,삼성 갤럭시 노트20_내가 가장 프로페셔널해지는 세상,2020-09-23,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,러브앤드머니,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794498F02_1-20-TJ-09-005,15.02
33198,넷플릭스서비시스코리아 넷플릭스 : 이야기로 잇다편,2020-09-23,60.0,서비스,문화및공연,영화,넷플릭스서비시스코리아(유),(주)대홍기획,대홍기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794495F02_1-20-TH-09-992,30.03
33199,틱톡 (TV일반),2020-09-22,30.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스,TIKTOK.PTE.LTD(Singapore),레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794460F02_1-20-TH-09-909,15.02
33200,AIA슈퍼암,2020-09-22,120.0,"금융,보험및증권",금융및보험,손해보험,(주)인코미디어넷,(주)인커머스,고미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/820382H01_1_22-HC-02-101,120.05
33201,틱톡 (TV일반),2020-09-22,15.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스,TIKTOK.PTE.LTD(Singapore),레오버넷(주),레오버넷,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794460F02_1-20-TH-09-909,15.02
33202,경기도시장상권진흥원 경기지역 화폐 : 생활의 보너스편,2020-09-22,30.0,그룹및기업광고,기타광고,기타기업기타,(재)경기도시장상권진흥원,한국언론진흥재단,농심기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794651F02_1-20-TH-09-928,30.03
33203,이편한세상 순천 어반타워,2020-09-22,10.0,"건설,건재및부동산",부동산임대및매매,부동산임대및매매제품종합,주식회사정원에이치앤디,(주)정원커뮤니케이션,(주)엠에스미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/795286F02_1-20-TM-10-015,10.01
33204,쏘팔코사놀,2020-09-22,240.0,식품,건강식품,건강식품기타,주식회사 인포벨,(주)애드크로스,(주)인포벨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/866638H01_1_24-TH-12-016,15.02
33205,농업협동조합중앙회 NH농협 : 열어갑니다편,2020-09-22,30.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",농업협동조합중앙회,중앙유엠에스,중앙유엠에스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794466F02_1-20-TH-09-948,30.03
33206,인포벨 쏘팔 코사놀 1000 : 40만 돌파편,2020-09-22,90.0,식품,건강식품,건강식품기타,주식회사 인포벨,(주)애드크로스,(주)인포벨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794414F02_1-20-TH-09-903,90.02
33207,인포벨 쏘팔 코사놀 1000 : 40만 돌파편,2020-09-22,120.0,식품,건강식품,건강식품기타,주식회사 인포벨,(주)애드크로스,(주)인포벨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794414F02_1-20-TH-09-903,90.02
33208,동아제약 박카스 : 전통시장편,2020-09-22,15.0,제약및의료,대사성의약,자양강장제,동아제약(주),(주)에스엠컬처앤콘텐츠 광고사업부문,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794436F02_1-20-TH-09-856,15.02
33209,한국폴리텍대학 대전캠퍼_2년제학위과정 신입생 모집,2020-09-22,10.0,교육및복지후생,교육기관,대학대학원,한국폴리텍대학 대전캠퍼스,한국언론진흥재단,(주)쿠키뉴스대전충남취재본부,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794451F02_1-20-TM-09-032,10.01
33210,인포벨 쏘팔 코사놀 1000 : 40만 돌파편,2020-09-22,90.0,식품,건강식품,건강식품기타,주식회사 인포벨,(주)애드크로스,(주)인포벨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794414F02_1-20-TH-09-903,90.02
33211,인포벨 쏘팔 코사놀 1000 : 40만 돌파편,2020-09-22,120.0,식품,건강식품,건강식품기타,주식회사 인포벨,(주)애드크로스,(주)인포벨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794414F02_1-20-TH-09-903,90.02
33212,일룸,2020-09-22,15.0,가정용품,가구류,가정용가구,(주)일룸,TBWA KOREA(주),TBWA KOREA,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/864762H01_1_24-TH-10-528,15.02
33213,"코카콜라 : 짜릿함을 채우는 순간, 코카-콜라편_15",2020-09-22,15.0,음료및기호식품,비알콜음료,콜라,한국코카콜라유한회사,(주)유니버설맥켄코리아,맥켄에릭슨(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794440F02_1-20-TX-09-053,15.02
33214,"애플코리아 애플워치 : 건강의 미래, 이미 손목 위에편",2020-09-22,30.0,컴퓨터및정보통신,통신기기,휴대폰,애플코리아 유한회사,TBWA KOREA(주),TBWA KOREA,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794427F02_1-20-TH-09-776,30.03
33215,쏘팔코사놀,2020-09-22,240.0,식품,건강식품,건강식품기타,주식회사 인포벨,(주)애드크로스,(주)인포벨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/866638H01_1_24-TH-12-016,15.02
33216,땅땅치킨_창업프로모션,2020-09-22,10.0,유통,유통기타,유통기타,동경유통,(주)한국디지털방송,(주)한국디지털방송,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794437F02_1-20-TM-09-053,10.01
33217,비와이엔블랙야크 블랙야크BAC : 밤하늘을 품다편,2020-09-22,30.0,패션,스포츠전문복,등산및낚시복,(주)비와이엔블랙야크,레오버넷(주),모그커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794471F02_1-20-TH-09-832,30.03
33218,AIA슈퍼암,2020-09-22,240.0,"금융,보험및증권",금융및보험,손해보험,(주)인코미디어넷,(주)인커머스,고미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/820382H01_1_22-HC-02-101,120.05
33219,동원에프앤비 동원리챔 : 선물세트편,2020-09-22,15.0,식품,축산품,축산통조림,(주)동원에프앤비,(주)제일기획,제일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794450F02_1-20-TH-09-937,15.02
33220,미미월드 움직이는이모티콘 GIF : 피규어를 모아라편,2020-09-22,15.0,가정용품,완구류,작동완구,(주)미미월드,(주)브라보앤뉴,렉스프로덕션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794462F02_1-20-TH-09-939,15.02
33221,"코카콜라 : 짜릿함을 채우는 순간, 코카-콜라편_30",2020-09-22,30.0,음료및기호식품,비알콜음료,콜라,한국코카콜라유한회사,(주)유니버설맥켄코리아,맥켄에릭슨(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794444F02_1-20-TX-09-052,30.03
33222,쏘팔코사놀,2020-09-22,180.0,식품,건강식품,건강식품기타,주식회사 인포벨,(주)애드크로스,(주)인포벨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/866638H01_1_24-TH-12-016,15.02
33223,비와이엔블랙야크 블랙야크BAC : 밤하늘을 품다편,2020-09-22,15.0,패션,스포츠전문복,등산및낚시복,(주)비와이엔블랙야크,레오버넷(주),모그커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794471F02_1-20-TH-09-832,30.03
33224,쏘팔코사놀,2020-09-22,180.0,식품,건강식품,건강식품기타,주식회사 인포벨,(주)애드크로스,(주)인포벨,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/866638H01_1_24-TH-12-016,15.02
33225,에스케이텔레콤 V컬러링 : 보이는 컬러링편,2020-09-21,30.0,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794377F02_1-20-TH-09-812,30.03
33226,"넥센타이어 : 넥스트레벨 GO, 계산남편",2020-09-21,30.0,수송기기,수송기기부품및용품,수송기기부품및용품기타,넥센타이어(주),(주)오리콤,크리에이티브리퍼블릭(주),https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794391F02_1-20-TH-09-806,30.03
33227,군산필스 추석맞이빅세일 : 놓치지 마세요편,2020-09-21,20.0,패션,패션기타,패션기타,군산필스,애드엔피플,(주)애드엔피플,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794396F02_1-20-TH-09-867,20.02
33228,종근당건강 락토핏 : 추석편,2020-09-21,15.0,식품,건강식품,건강식품제품종합,종근당건강(주),(주)벨커뮤니케이션즈,(주)벨커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794371F02_1-20-TH-09-802,15.02
33229,에스케이텔레콤 V컬러링 : 보이는 컬러링편,2020-09-21,30.0,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794377F02_1-20-TH-09-812,30.03
33230,아이더 20FW 아이더 : 가을편,2020-09-21,30.0,패션,패션기타,패션제품종합,주식회사 아이더(EIDER),(주)에이치에스애드,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794392F02_1-20-TH-09-841,30.03
33231,플랜디 통영문화재 : 통영문화재 야행 온택트편,2020-09-21,20.0,서비스,문화및공연,지역 및 문화축제,주식회사플랜디,(주)브레인,슈퍼히어로,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794372F02_1-20-TH-09-846,20.02
33232,MBC예다함TV소재_20년도,2020-09-21,240.0,서비스,개인서비스,경조서비스,(주)와이씨네트웍스,직거래,(주)열심히커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/796304F02_1-20-TH-11-134,120.05
33233,에스케이텔레콤 V컬러링 : 응원링편,2020-09-21,30.0,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794380F02_1-20-TH-09-810,30.03
33234,에스케이텔레콤 V컬러링 : 응원링편,2020-09-21,15.0,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794380F02_1-20-TH-09-810,30.03
33235,아이더 20FW 아이더 : 가을편,2020-09-21,15.0,패션,패션기타,패션제품종합,주식회사 아이더(EIDER),(주)에이치에스애드,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794392F02_1-20-TH-09-841,30.03
33236,사행산업통합감독위원회 : 불법도박근절 캠페인편,2020-09-21,30.0,관공서및단체,중앙및지방관공서,중앙관공서,사행산업통합감독위원회,한국언론진흥재단,(주)비주얼미디어,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794399F02_1-20-TH-09-849,30.03
33237,군산대학교 : 사람과 사람을 잇는 국립군산대학교,2020-09-21,30.0,교육및복지후생,교육기관,대학대학원,군산대학교,한국언론진흥재단,필애드,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794386F02_1-20-TH-09-858,30.03
33238,초록물고기 : 광주 말바우시장편,2020-09-21,30.0,서비스,서비스기타,서비스기타,초록물고기,(주)우일기획,(주)우일기획,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794394F02_1-20-TH-09-845,30.03
33239,한국탄소융합기술원_2020전문인력양성과정 교육생모집,2020-09-18,10.0,교육및복지후생,사회교육,직업교육,(재)한국탄소융합기술원,(주)필애드,아쿠아픽쳐스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794344F02_1-20-TM-09-047,10.01
33240,르노삼성자동차 XM3 : 창립 20주년편,2020-09-18,30.0,수송기기,승용자동차,준중형승용차,르노삼성자동차(주),(주)웰콤퍼블리시스월드와이드,웰콤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794333F02_1-20-TH-09-792,30.03
33241,한국폴리텍대학 창원캠퍼스,2020-09-18,10.0,교육및복지후생,교육기관,대학대학원,한국폴리텍대학창원캠퍼스,한국언론진흥재단,(주)유프레임,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794340F02_1-20-TM-09-045,10.01
33242,한국존슨앤드존슨 아큐브 : 난시엔 아큐브 오아시스편,2020-09-18,15.0,정밀기기및사무기기,이광학기기,안경및콘택트렌즈,(주)한국존슨앤드존슨,(주)유니버설맥켄코리아,유니버설맥켄코리아,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794359F02_1-20-TH-09-830,15.02
33243,경남도민일보사 진주재즈콘서트 : 2020년편,2020-09-18,20.0,서비스,문화및공연,공연,(주)경남도민일보사,(주)유프레임,(주)유프레임,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794357F02_1-20-TH-09-818,20.02
33244,한화 기업PR : 탄소 발자국편,2020-09-18,30.0,그룹및기업광고,기타광고,기타기업PR,(주)한화,(주)이노션,플랜잇,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794620F02_1-20-TH-09-861,45.05
33245,퓨어랜드 맘스밀 : 나와 아기를 위해편,2020-09-18,30.0,식품,대용식품,대용식품기타,(주)퓨어랜드,직거래,(주) 정다방,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794325F02_1-20-TH-09-389,30.03
33246,에스케이텔레콤 V컬러링 : 응원링편,2020-09-18,15.0,컴퓨터및정보통신,통신망,이동통신,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794380F02_1-20-TH-09-810,30.03
33247,도미노피자 : 글로벌레전드4피자 스케일이 다르네편_15,2020-09-18,15.0,식품,제빵,"햄버거,피자및샌드위치",청오디피케이(주),(주)이노션,(주)세이버홀릭,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794354F02_1-20-TX-09-050,15.02
33248,르노삼성자동차 XM3 : 창립 20주년편,2020-09-18,15.0,수송기기,승용자동차,준중형승용차,르노삼성자동차(주),(주)웰콤퍼블리시스월드와이드,웰콤,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794333F02_1-20-TH-09-792,30.03
33249,퓨어랜드 맘스밀 : 나와 아기를 위해편,2020-09-18,30.0,식품,대용식품,대용식품기타,(주)퓨어랜드,직거래,(주) 정다방,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794325F02_1-20-TH-09-389,30.03
33250,퓨어랜드 맘스밀 : 나와 아기를 위해편,2020-09-18,30.0,식품,대용식품,대용식품기타,(주)퓨어랜드,직거래,(주) 정다방,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794325F02_1-20-TH-09-389,30.03
33251,와이드한 모델하우스 개관 : 완주푸르지오편,2020-09-18,15.0,"건설,건재및부동산",부동산임대및매매,주택임대및매매,주식회사 와이드한,(주)콜럼버스커뮤니케이션,콜럼버스커뮤니케이션,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794336F02_1-20-TH-09-817,15.02
33252,신라외식개발 티바두마리치킨 : 티바 마간시리즈편,2020-09-18,15.0,서비스,음식및숙박,기타프랜차이즈점,주식회사 신라외식개발,(주)유니언컴,딥퍼플,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794337F02_1-20-TH-09-821,15.02
33253,족발야시장 : 반반댄스편,2020-09-18,15.0,서비스,음식및숙박,기타프랜차이즈점,주식회사 족발야시장,(주)엠허브,엠허브,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794329F02_1-20-TH-09-748,15.02
33254,KBS예다함TV소재_20년도,2020-09-18,240.0,서비스,개인서비스,경조서비스,(주)와이씨네트웍스,직거래,(주)열심히커뮤니케이션즈,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/796290F02_1-20-TH-11-137,120.05
33255,동국제약 인사돌플러스 : 백파더편,2020-09-18,30.0,제약및의료,"이비인후,치과및안과용제",구내염용제,동국제약(주),동국헬스케어홀딩스(주),스프링커뮤니케이션스,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794339F02_1-20-TH-09-824,30.03
33256,남명산업개발 엔스퀘어 : 분양 문의편,2020-09-17,20.0,"건설,건재및부동산",부동산임대및매매,상가임대및매매,남명산업개발(주),(주)클리오,클리오,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794312F02_1-20-TH-09-803,20.02
33257,전라남도청 코로나19 확산예방 캠페인 : 마리스타편,2020-09-17,30.0,관공서및단체,중앙및지방관공서,지방자치단체,전라남도청,한국언론진흥재단,주)프로덕션고추잠자리,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/794287F02_1-20-TH-09-773,30.03
33258,엘지생활건강 닥터그루트 : 마이크로바이옴편,2020-09-17,15.0,화장품및보건용품,모발및목욕용제,"샴푸,린스",(주)엘지생활건강,(주)에이치에스애드,브라보,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/800498H01_1_21-TH-02-308,15.02
